activation	alpha	early_stopping	hidden_layer_sizes	learning_rate	max_iter	solver	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
logistic	0.001	True	(100, 100)	adaptive	500	adam	0.9	0.9514989177489177	0.8826152510124284
logistic	0.001	True	(100, 100)	constant	500	adam	0.9	0.9514989177489177	0.8826152510124284
logistic	0.001	True	(100, 100)	constant	1000	adam	0.9	0.9514989177489177	0.8826152510124284
logistic	0.001	True	(100, 100)	invscaling	500	adam	0.9	0.9514989177489177	0.8826152510124284
logistic	0.001	True	(100, 100)	invscaling	1000	adam	0.9	0.9514989177489177	0.8826152510124284
logistic	0.001	True	(100, 100)	adaptive	1000	adam	0.9	0.9514989177489177	0.8826152510124284
logistic	0.001	True	(50, 50)	constant	500	adam	0.8773584905660379	0.9474956622325044	0.8542319072056974
logistic	0.01	True	(50, 50)	invscaling	500	adam	0.881132075471698	0.9474956622325044	0.8589938119676024
logistic	0.001	True	(50, 50)	invscaling	500	adam	0.8773584905660379	0.9474956622325044	0.8542319072056974
logistic	0.01	True	(50, 50)	adaptive	500	adam	0.881132075471698	0.9474956622325044	0.8589938119676024
logistic	0.01	True	(50, 50)	adaptive	1000	adam	0.881132075471698	0.9474956622325044	0.8589938119676024
logistic	0.01	True	(50, 50)	invscaling	1000	adam	0.881132075471698	0.9474956622325044	0.8589938119676024
logistic	0.001	True	(50, 50)	constant	1000	adam	0.8773584905660379	0.9474956622325044	0.8542319072056974
logistic	0.01	True	(50, 50)	constant	500	adam	0.881132075471698	0.9474956622325044	0.8589938119676024
logistic	0.001	True	(50, 50)	adaptive	1000	adam	0.8773584905660379	0.9474956622325044	0.8542319072056974
logistic	0.001	True	(50, 50)	adaptive	500	adam	0.8773584905660379	0.9474956622325044	0.8542319072056974
logistic	0.01	True	(50, 50)	constant	1000	adam	0.881132075471698	0.9474956622325044	0.8589938119676024
logistic	0.001	True	(50, 50)	invscaling	1000	adam	0.8773584905660379	0.9474956622325044	0.8542319072056974
logistic	0.1	True	(50, 50)	adaptive	1000	adam	0.879245283018868	0.9455658376711007	0.8572148617511521
logistic	0.1	True	(50, 50)	adaptive	500	adam	0.879245283018868	0.9455658376711007	0.8572148617511521
logistic	0.1	True	(50, 50)	invscaling	1000	adam	0.879245283018868	0.9455658376711007	0.8572148617511521
logistic	0.1	True	(50, 50)	invscaling	500	adam	0.879245283018868	0.9455658376711007	0.8572148617511521
logistic	0.1	True	(50, 50)	constant	500	adam	0.879245283018868	0.9455658376711007	0.8572148617511521
logistic	0.1	True	(50, 50)	constant	1000	adam	0.879245283018868	0.9455658376711007	0.8572148617511521
logistic	0.01	True	(100, 100)	constant	1000	adam	0.8924528301886792	0.9447727272727272	0.8739098938695713
logistic	0.01	True	(100, 100)	adaptive	1000	adam	0.8924528301886792	0.9447727272727272	0.8739098938695713
logistic	0.01	True	(100, 100)	adaptive	500	adam	0.8924528301886792	0.9447727272727272	0.8739098938695713
logistic	0.01	True	(100, 100)	invscaling	1000	adam	0.8924528301886792	0.9447727272727272	0.8739098938695713
logistic	0.01	True	(100, 100)	invscaling	500	adam	0.8924528301886792	0.9447727272727272	0.8739098938695713
logistic	0.01	True	(100, 100)	constant	500	adam	0.8924528301886792	0.9447727272727272	0.8739098938695713
logistic	0.1	True	(100, 100)	constant	500	adam	0.8924528301886792	0.9446140585420771	0.8740181189777966
logistic	0.1	True	(100, 100)	constant	1000	adam	0.8924528301886792	0.9446140585420771	0.8740181189777966
logistic	0.1	True	(100, 100)	invscaling	500	adam	0.8924528301886792	0.9446140585420771	0.8740181189777966
logistic	0.1	True	(100, 100)	invscaling	1000	adam	0.8924528301886792	0.9446140585420771	0.8740181189777966
logistic	0.1	True	(100, 100)	adaptive	500	adam	0.8924528301886792	0.9446140585420771	0.8740181189777966
logistic	0.1	True	(100, 100)	adaptive	1000	adam	0.8924528301886792	0.9446140585420771	0.8740181189777966
logistic	0.1	True	(50,)	adaptive	1000	adam	0.8773584905660377	0.9341327751196171	0.8564383029604803
logistic	0.1	True	(50,)	adaptive	500	adam	0.8773584905660377	0.9341327751196171	0.8564383029604803
logistic	0.1	True	(50,)	invscaling	1000	adam	0.8773584905660377	0.9341327751196171	0.8564383029604803
logistic	0.01	True	(50,)	constant	1000	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.001	True	(50,)	constant	500	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.001	True	(50,)	adaptive	1000	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.1	True	(50,)	constant	1000	adam	0.8773584905660377	0.9341327751196171	0.8564383029604803
logistic	0.001	True	(50,)	invscaling	1000	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.001	True	(50,)	invscaling	500	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.001	True	(50,)	constant	1000	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.01	True	(50,)	invscaling	500	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.01	True	(50,)	constant	500	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.01	True	(50,)	adaptive	1000	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.01	True	(50,)	adaptive	500	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.01	True	(50,)	invscaling	1000	adam	0.879245283018868	0.9341327751196171	0.8588192553414327
logistic	0.1	True	(50,)	constant	500	adam	0.8773584905660377	0.9341327751196171	0.8564383029604803
