max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
10	sqrt	2	2	200	0.9524915824915825	0.971106719367589	0.9483841748480597
10	sqrt	2	4	200	0.9524915824915825	0.971106719367589	0.9483841748480597
12	sqrt	2	4	200	0.9414141414141415	0.9591666666666667	0.9371143057503506
12	sqrt	2	2	200	0.9414141414141415	0.9591666666666667	0.9371143057503506
8	sqrt	2	2	200	0.9414478114478115	0.9581140350877193	0.9372954651706404
8	sqrt	2	4	200	0.9414478114478115	0.9581140350877193	0.9372954651706404
10	sqrt	2	2	600	0.9451178451178454	0.9579328756674295	0.9414621318373072
10	sqrt	2	4	600	0.9451178451178454	0.9579328756674295	0.9414621318373072
12	sqrt	2	4	1000	0.9469023569023569	0.9577517162471396	0.9434548854604955
12	sqrt	2	4	600	0.9469023569023569	0.9577517162471396	0.9434548854604955
12	sqrt	2	2	1000	0.9469023569023569	0.9577517162471396	0.9434548854604955
12	sqrt	2	2	600	0.9469023569023569	0.9577517162471396	0.9434548854604955
12	log2	2	4	200	0.9395622895622895	0.9575922266139658	0.9350309724170174
12	log2	2	2	200	0.9395622895622895	0.9575922266139658	0.9350309724170174
10	log2	2	2	200	0.9395959595959595	0.9571717817561808	0.9351215521271623
10	log2	2	4	200	0.9395959595959595	0.9571717817561808	0.9351215521271623
10	log2	2	4	600	0.9395622895622896	0.953985507246377	0.9355919822346891
10	log2	2	2	600	0.9395622895622896	0.953985507246377	0.9355919822346891
8	sqrt	2	2	1000	0.9395959595959595	0.9539473684210528	0.935682561944834
12	log2	2	4	600	0.945084175084175	0.9539473684210528	0.941932561944834
8	sqrt	2	4	600	0.9414141414141415	0.9539473684210528	0.9377658952781672
8	sqrt	2	4	1000	0.9395959595959595	0.9539473684210528	0.935682561944834
8	sqrt	2	8	200	0.9322558922558922	0.9539473684210528	0.9272586489013559
12	log2	2	2	600	0.945084175084175	0.9539473684210528	0.941932561944834
12	sqrt	2	10	200	0.9377777777777776	0.9539473684210528	0.9335992286115008
12	sqrt	2	8	600	0.9395959595959595	0.9539473684210528	0.935682561944834
10	sqrt	2	8	200	0.9377441077441077	0.9539473684210528	0.9335086489013559
8	sqrt	2	2	600	0.9414141414141415	0.9539473684210528	0.9377658952781672
10	sqrt	2	2	1000	0.9432323232323231	0.9537662090007629	0.9398492286115008
8	log2	2	4	200	0.9395622895622896	0.9537662090007629	0.9355919822346891
8	log2	2	2	200	0.9395622895622896	0.9537662090007629	0.9355919822346891
10	sqrt	2	4	1000	0.9432323232323231	0.9537662090007629	0.9398492286115008
6	sqrt	2	10	200	0.9322222222222223	0.9537662090007629	0.927077489481066
6	sqrt	2	2	200	0.9321885521885523	0.9532227307398934	0.9270774894810658
6	sqrt	2	4	200	0.9321885521885523	0.9532227307398934	0.9270774894810658
12	log2	4	8	200	0.9267340067340069	0.952596618357488	0.920918069191211
12	log2	4	4	200	0.9267340067340069	0.952596618357488	0.920918069191211
12	log2	4	2	200	0.9267340067340069	0.952596618357488	0.920918069191211
8	log2	2	2	600	0.9395286195286197	0.949780701754386	0.936152992052361
8	log2	2	4	600	0.9395286195286197	0.949780701754386	0.936152992052361
10	sqrt	2	8	1000	0.9377441077441077	0.949780701754386	0.9340696587190276
10	sqrt	2	8	600	0.9377441077441077	0.949780701754386	0.9340696587190276
12	sqrt	2	10	1000	0.9395959595959595	0.949780701754386	0.936152992052361
12	log2	2	10	1000	0.9395622895622896	0.949780701754386	0.9361529920523608
12	log2	2	10	600	0.9377441077441077	0.949780701754386	0.9340696587190276
10	log2	2	4	1000	0.9414141414141415	0.949780701754386	0.9382363253856942
12	sqrt	2	10	600	0.9377441077441077	0.949780701754386	0.9340696587190276
8	sqrt	2	10	600	0.9377441077441077	0.949780701754386	0.9340696587190276
10	log2	2	2	1000	0.9414141414141415	0.949780701754386	0.9382363253856942
12	log2	2	4	1000	0.945050505050505	0.949780701754386	0.942402992052361
8	sqrt	2	8	1000	0.9358922558922561	0.949780701754386	0.9319863253856943
10	log2	2	10	1000	0.9395622895622896	0.949780701754386	0.9361529920523608
8	sqrt	2	8	600	0.9377441077441077	0.949780701754386	0.9340696587190276
12	sqrt	2	8	200	0.935925925925926	0.949780701754386	0.9319863253856943
12	log2	2	2	1000	0.945050505050505	0.949780701754386	0.942402992052361
10	sqrt	2	10	200	0.935925925925926	0.949780701754386	0.9319863253856943
10	sqrt	2	10	600	0.9395622895622896	0.949780701754386	0.9361529920523608
12	sqrt	2	8	1000	0.9358922558922561	0.949780701754386	0.9319863253856943
10	sqrt	2	10	1000	0.9395622895622896	0.949780701754386	0.9361529920523608
8	sqrt	4	4	600	0.9358922558922558	0.9495995423340962	0.9318957456755493
6	sqrt	2	2	600	0.9340404040404042	0.9495995423340962	0.9298124123422159
8	sqrt	2	10	1000	0.9358922558922558	0.9495995423340962	0.9318957456755493
8	sqrt	4	2	600	0.9358922558922558	0.9495995423340962	0.9318957456755493
8	sqrt	2	10	200	0.9322558922558922	0.9495995423340962	0.9277290790088827
8	log2	2	2	1000	0.9358585858585858	0.9495995423340962	0.9318957456755493
10	log2	2	8	1000	0.9395622895622896	0.9495995423340962	0.9360624123422159
8	sqrt	4	8	600	0.9358922558922558	0.9495995423340962	0.9318957456755493
6	sqrt	2	4	600	0.9340404040404042	0.9495995423340962	0.9298124123422159
10	log2	2	10	600	0.9358585858585858	0.9495995423340962	0.9318957456755493
8	log2	2	4	1000	0.9358585858585858	0.9495995423340962	0.9318957456755493
12	log2	2	10	200	0.9322222222222223	0.9495995423340962	0.9277290790088827
10	log2	2	8	200	0.9322222222222223	0.9495995423340962	0.9276384992987378
8	sqrt	4	8	200	0.9303703703703704	0.9494183829138063	0.9255551659654045
6	sqrt	2	8	600	0.9322222222222223	0.9494183829138063	0.9276384992987378
8	sqrt	4	4	1000	0.9340404040404042	0.9494183829138063	0.929721832632071
8	sqrt	4	8	1000	0.9340404040404042	0.9494183829138063	0.929721832632071
10	log2	2	8	600	0.9395286195286197	0.9494183829138063	0.935971832632071
8	sqrt	4	2	200	0.9303703703703704	0.9494183829138063	0.9255551659654045
8	sqrt	4	2	1000	0.9340404040404042	0.9494183829138063	0.929721832632071
8	sqrt	4	4	200	0.9303703703703704	0.9494183829138063	0.9255551659654045
10	log2	4	4	600	0.9340404040404039	0.9492207544553082	0.929631252921926
10	log2	4	8	600	0.9340404040404039	0.9492207544553082	0.929631252921926
10	log2	4	2	600	0.9340404040404039	0.9492207544553082	0.929631252921926
12	log2	4	8	1000	0.935892255892256	0.9490560640732266	0.9318051659654044
12	log2	4	2	1000	0.935892255892256	0.9490560640732266	0.9318051659654044
12	sqrt	4	8	1000	0.9377104377104377	0.9490560640732266	0.9338884992987376
12	sqrt	4	8	600	0.934040404040404	0.9490560640732266	0.929721832632071
12	sqrt	4	4	600	0.934040404040404	0.9490560640732266	0.929721832632071
10	sqrt	4	2	600	0.9358585858585858	0.9490560640732266	0.9318051659654044
12	log2	4	4	1000	0.935892255892256	0.9490560640732266	0.9318051659654044
12	sqrt	4	4	1000	0.9377104377104377	0.9490560640732266	0.9338884992987376
10	sqrt	4	4	1000	0.9358585858585858	0.9490560640732266	0.9318051659654044
12	log2	4	10	200	0.9303703703703704	0.9490560640732266	0.9255551659654044
12	sqrt	4	2	600	0.934040404040404	0.9490560640732266	0.929721832632071
8	log2	2	10	1000	0.9321885521885523	0.9490560640732266	0.9276384992987377
6	log2	2	8	600	0.9267340067340069	0.9490560640732266	0.9213884992987376
6	log2	2	4	1000	0.9285521885521886	0.9490560640732266	0.923471832632071
6	log2	2	2	1000	0.9285521885521886	0.9490560640732266	0.923471832632071
10	log2	4	10	200	0.9285521885521886	0.9490560640732266	0.923471832632071
10	sqrt	4	10	600	0.934040404040404	0.9490560640732266	0.929721832632071
10	sqrt	4	2	1000	0.9358585858585858	0.9490560640732266	0.9318051659654044
10	sqrt	4	8	1000	0.9358585858585858	0.9490560640732266	0.9318051659654044
10	sqrt	4	8	600	0.9358585858585858	0.9490560640732266	0.9318051659654044
12	sqrt	4	2	1000	0.9377104377104377	0.9490560640732266	0.9338884992987376
10	sqrt	4	4	600	0.9358585858585858	0.9490560640732266	0.9318051659654044
12	sqrt	4	10	600	0.9321885521885523	0.9488749046529368	0.9275479195885928
8	sqrt	4	10	200	0.9303703703703704	0.9488749046529368	0.9254645862552595
6	sqrt	2	4	1000	0.9303367003367005	0.9488749046529368	0.9254645862552595
6	sqrt	2	2	1000	0.9303367003367005	0.9488749046529368	0.9254645862552595
