max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
12	log2	2	4	600	0.906	0.9755555555555556	0.8766901292209017
12	log2	2	2	1000	0.9019999999999999	0.9755555555555556	0.8709883748349367
12	log2	2	2	600	0.906	0.9755555555555556	0.8766901292209017
12	log2	2	4	1000	0.9019999999999999	0.9755555555555556	0.8709883748349367
10	sqrt	2	2	1000	0.9080000000000001	0.9700000000000001	0.8805369859460479
10	sqrt	2	4	1000	0.9080000000000001	0.9700000000000001	0.8805369859460479
10	log2	2	2	1000	0.9059999999999999	0.9693055555555556	0.8779054069986796
10	log2	2	4	1000	0.9059999999999999	0.9693055555555556	0.8779054069986796
10	log2	2	2	200	0.8959999999999999	0.9687208216619982	0.8640165181097906
10	log2	2	4	200	0.8959999999999999	0.9687208216619982	0.8640165181097906
10	log2	2	4	600	0.9040000000000001	0.9630555555555557	0.8752234248255046
10	log2	2	2	600	0.9040000000000001	0.9630555555555557	0.8752234248255046
12	sqrt	2	2	600	0.898	0.9588888888888889	0.8679591704395397
12	sqrt	2	4	600	0.898	0.9588888888888889	0.8679591704395397
12	sqrt	2	2	1000	0.9019999999999999	0.9579365079365079	0.8736609248255046
12	sqrt	2	4	1000	0.9019999999999999	0.9579365079365079	0.8736609248255046
8	log2	2	2	1000	0.9099999999999999	0.9551656268568033	0.8854983139973589
8	log2	2	4	1000	0.9099999999999999	0.9551656268568033	0.8854983139973589
10	sqrt	2	4	600	0.9019999999999999	0.9549948400412797	0.8745838049424636
10	sqrt	2	2	600	0.9019999999999999	0.9549948400412797	0.8745838049424636
12	log2	2	2	200	0.8940000000000001	0.9544642857142858	0.8638154947179777
12	log2	2	4	200	0.8940000000000001	0.9544642857142858	0.8638154947179777
10	log2	2	8	1000	0.9119999999999999	0.9520761797541983	0.8884222906055461
10	log2	2	10	200	0.9099999999999999	0.9520494417862839	0.8867639950009432
10	sqrt	2	4	200	0.8940000000000001	0.9510329131652661	0.8637650914921713
10	sqrt	2	2	200	0.8940000000000001	0.9510329131652661	0.8637650914921713
8	log2	2	4	200	0.9019999999999999	0.95053900348018	0.8746796005470665
8	log2	2	2	200	0.9019999999999999	0.95053900348018	0.8746796005470665
8	sqrt	2	2	600	0.908	0.9503508771929825	0.8841324160535748
8	sqrt	2	4	600	0.908	0.9503508771929825	0.8841324160535748
10	log2	2	10	600	0.9120000000000001	0.9501709401709402	0.8893451707225051
8	sqrt	2	2	1000	0.9039999999999999	0.9492397660818714	0.8787230593284285
8	sqrt	2	4	1000	0.9039999999999999	0.9492397660818714	0.8787230593284285
12	log2	2	8	200	0.8960000000000001	0.9486748120300753	0.8690238280513111
12	sqrt	2	8	1000	0.9099999999999999	0.9483625730994152	0.8867135917751368
10	log2	2	10	1000	0.908	0.9483625730994152	0.8839358139973589
12	sqrt	2	8	600	0.9079999999999998	0.9474509803921569	0.8839358139973589
12	log2	2	10	200	0.8979999999999999	0.9468984962406015	0.8718016058290887
10	log2	2	8	600	0.908	0.9461938268130219	0.8840820128277682
8	sqrt	2	4	200	0.9	0.945377615160897	0.8740903838898321
8	sqrt	2	2	200	0.9	0.945377615160897	0.8740903838898321
6	log2	2	4	600	0.908	0.9446031746031747	0.8851510917751367
6	log2	2	2	600	0.908	0.9446031746031747	0.8851510917751367
6	log2	2	4	1000	0.9100000000000001	0.9426388888888889	0.8879288695529144
6	log2	2	2	1000	0.9100000000000001	0.9426388888888889	0.8879288695529144
8	log2	2	2	600	0.9039999999999999	0.9414307549175971	0.879691331824184
8	log2	2	4	600	0.9039999999999999	0.9414307549175971	0.879691331824184
12	log2	2	8	1000	0.9039999999999999	0.9408898192450824	0.8797417350499905
12	log2	2	10	600	0.9039999999999999	0.9408771929824562	0.8798879338804
10	log2	4	2	1000	0.914	0.938328173374613	0.8946997028862478
10	sqrt	2	8	600	0.9039999999999999	0.938328173374613	0.880810813997359
8	log2	4	10	1000	0.914	0.938328173374613	0.894699702886248
10	log2	4	8	1000	0.914	0.938328173374613	0.8946997028862478
10	log2	4	4	1000	0.914	0.938328173374613	0.8946997028862478
10	log2	2	8	200	0.9019999999999999	0.9379657477025898	0.8770597528768157
12	log2	2	10	1000	0.9019999999999999	0.9378018575851395	0.8780330362195812
10	sqrt	2	8	1000	0.9039999999999999	0.9378018575851395	0.8808108139973589
8	sqrt	2	8	1000	0.9059999999999999	0.9372056701468466	0.8837347906055462
8	log2	2	10	1000	0.906	0.9367523923444978	0.8836843873797395
12	sqrt	2	10	1000	0.9080000000000001	0.9363623614088011	0.8863159663271081
12	sqrt	2	10	600	0.9080000000000001	0.9362871120107963	0.8863159663271081
10	log2	4	4	200	0.9099999999999999	0.9361257924222322	0.8902636295038672
10	log2	4	8	200	0.9099999999999999	0.9361257924222322	0.8902636295038672
10	log2	4	2	200	0.9099999999999999	0.9361257924222322	0.8902636295038672
8	log2	4	8	200	0.906	0.9360995583364005	0.8835885917751367
8	log2	4	4	200	0.906	0.9360995583364005	0.8835885917751367
8	log2	4	2	200	0.906	0.9360995583364005	0.8835885917751367
8	log2	2	8	1000	0.8999999999999998	0.9359190590111643	0.8754014572722127
12	log2	2	8	600	0.8979999999999999	0.9355023923444976	0.8726236794944349
8	log2	2	8	600	0.8979999999999999	0.9355023923444976	0.8726236794944349
10	log2	4	10	200	0.908	0.9345133624545389	0.8876320505564987
12	log2	4	10	1000	0.9119999999999999	0.9340424590888988	0.8931372028862479
10	log2	4	8	600	0.9120000000000001	0.9333602246566644	0.8929910040558384
10	log2	4	4	600	0.9120000000000001	0.9333602246566644	0.8929910040558384
10	log2	4	2	600	0.9120000000000001	0.9333602246566644	0.8929910040558384
12	log2	4	2	200	0.898	0.9333339029391661	0.8738893604980191
12	log2	4	4	200	0.898	0.9333339029391661	0.8738893604980191
12	log2	4	8	200	0.898	0.9333339029391661	0.8738893604980191
6	log2	4	10	1000	0.9099999999999999	0.9325273075737472	0.8905056239388796
10	log2	4	10	1000	0.906	0.932375792422232	0.8849500683833238
8	sqrt	2	8	600	0.9019999999999999	0.9321710526315791	0.8792483139973589
6	log2	2	2	200	0.892	0.9317543859649124	0.8654552207130729
6	log2	2	4	200	0.892	0.9317543859649124	0.8654552207130729
8	log2	4	2	600	0.9080000000000001	0.9317231525784158	0.8875816473306923
8	log2	4	4	600	0.9080000000000001	0.9317231525784158	0.8875816473306923
8	log2	4	8	600	0.9080000000000001	0.9317231525784158	0.8875816473306923
8	log2	2	8	200	0.8960000000000001	0.9316329284750339	0.8702844982078852
6	log2	2	8	1000	0.9080000000000001	0.931396355192795	0.8876774429352953
10	sqrt	2	10	1000	0.906	0.9313916011748831	0.884753466327108
8	log2	2	10	600	0.9019999999999999	0.9308700394033214	0.8793441096019619
10	sqrt	4	8	600	0.9059999999999999	0.9307843137254903	0.8848996651575174
10	sqrt	4	2	600	0.9059999999999999	0.9307843137254903	0.8848996651575174
10	sqrt	4	4	600	0.9059999999999999	0.9307843137254903	0.8848996651575174
12	sqrt	2	4	200	0.8800000000000001	0.9305280830280831	0.8469931970382947
12	sqrt	2	2	200	0.8800000000000001	0.9305280830280831	0.8469931970382947
10	sqrt	2	10	600	0.9	0.9291008771929825	0.876566331824184
12	log2	4	4	1000	0.9099999999999999	0.9290745103709501	0.8914285040558385
12	log2	4	2	1000	0.9099999999999999	0.9290745103709501	0.8914285040558385
12	log2	4	8	1000	0.9099999999999999	0.9290745103709501	0.8914285040558385
6	log2	2	10	200	0.906	0.9289015151515152	0.8860191473306923
8	log2	4	10	600	0.906	0.9288493292053663	0.8848996651575174
6	sqrt	2	4	1000	0.9100000000000001	0.9288493292053663	0.8904552207130731
6	sqrt	2	2	1000	0.9100000000000001	0.9288493292053663	0.8904552207130731
6	log2	4	8	1000	0.9099999999999999	0.9288137009189642	0.8915747028862478
6	log2	4	2	1000	0.9099999999999999	0.9288137009189642	0.8915747028862478
6	log2	4	4	1000	0.9099999999999999	0.9288137009189642	0.8915747028862478
12	sqrt	2	8	200	0.8940000000000001	0.9287211240771613	0.8683791973212601
8	sqrt	4	4	1000	0.9039999999999999	0.9277924590888988	0.8832413695529144
8	sqrt	4	2	1000	0.9039999999999999	0.9277924590888988	0.8832413695529144
8	sqrt	4	8	1000	0.9039999999999999	0.9277924590888988	0.8832413695529144
8	log2	4	2	1000	0.908	0.9269717520181917	0.8889431239388795
8	log2	4	4	1000	0.908	0.9269717520181917	0.8889431239388795
8	log2	4	8	1000	0.908	0.9269717520181917	0.8889431239388795
12	sqrt	4	2	200	0.9059999999999999	0.9268494152046785	0.8860191473306923
12	sqrt	4	8	200	0.9059999999999999	0.9268494152046785	0.8860191473306923
12	sqrt	4	4	200	0.9059999999999999	0.9268494152046785	0.8860191473306923
6	log2	2	10	1000	0.9100000000000001	0.926689158794422	0.8915242996604414
12	log2	4	10	600	0.906	0.9266449546325708	0.8861653461611017
8	sqrt	4	2	600	0.9019999999999999	0.9262773075737473	0.8806097906055463
8	sqrt	4	8	600	0.9019999999999999	0.9262773075737473	0.8806097906055463
8	sqrt	4	4	600	0.9019999999999999	0.9262773075737473	0.8806097906055463
8	sqrt	2	10	1000	0.9039999999999999	0.9260605652517417	0.883190966327108
10	sqrt	4	8	1000	0.9059999999999999	0.9260355640231802	0.8859687441048859
10	sqrt	4	4	1000	0.9059999999999999	0.9260355640231802	0.8859687441048859
10	sqrt	4	2	1000	0.9059999999999999	0.9260355640231802	0.8859687441048859
8	sqrt	2	8	200	0.8920000000000001	0.9259437054173896	0.8665747028862478
12	sqrt	4	4	1000	0.9039999999999999	0.9256679169643567	0.883190966327108
12	sqrt	4	8	1000	0.9039999999999999	0.9256679169643567	0.883190966327108
12	sqrt	4	2	1000	0.9039999999999999	0.9256679169643567	0.883190966327108
12	sqrt	4	10	600	0.908	0.9249668288367978	0.8896189987738161
6	log2	2	8	600	0.9	0.9247495297959695	0.8779782116581778
10	log2	4	10	600	0.9039999999999999	0.9247495297959695	0.8835337672137333
12	log2	4	10	200	0.9019999999999999	0.9247151300711673	0.8820216704395396
6	sqrt	2	4	600	0.9040000000000001	0.9240423976608187	0.8833371651575174
6	sqrt	2	2	600	0.9040000000000001	0.9240423976608187	0.8833371651575174
6	log2	4	4	600	0.9059999999999999	0.9232581453634087	0.8872344251084702
6	log2	4	8	600	0.9059999999999999	0.9232581453634087	0.8872344251084702
6	log2	4	2	600	0.9059999999999999	0.9232581453634087	0.8872344251084702
10	log2	8	8	200	0.908	0.9227777777777778	0.8899617996604414
10	log2	8	4	200	0.908	0.9227777777777778	0.8899617996604414
10	log2	8	10	200	0.908	0.9227777777777778	0.8899617996604414
10	log2	8	2	200	0.908	0.9227777777777778	0.8899617996604414
8	log2	4	10	200	0.9019999999999999	0.9217687459599224	0.8817746651575173
8	log2	2	10	200	0.892	0.920305023923445	0.8680319750990378
8	sqrt	2	10	600	0.906	0.919826772814389	0.8873302207130731
6	log2	4	10	600	0.9059999999999999	0.9188837289301686	0.8873302207130731
6	log2	4	4	200	0.9039999999999999	0.918810690943044	0.8856719251084701
6	log2	4	2	200	0.9039999999999999	0.918810690943044	0.8856719251084701
6	log2	4	8	200	0.9039999999999999	0.918810690943044	0.8856719251084701
8	sqrt	4	10	1000	0.9019999999999999	0.917853745841362	0.8828437441048859
12	sqrt	2	10	200	0.9	0.9173361713106296	0.8789968873797397
6	log2	2	8	200	0.898	0.9172829131652662	0.8772881885493302
10	sqrt	2	8	200	0.8939999999999999	0.9171863984828381	0.8708097528768157
12	log2	4	4	600	0.9059999999999999	0.9171482013858174	0.8882531008300321
12	log2	4	2	600	0.9059999999999999	0.9171482013858174	0.8882531008300321
12	log2	4	8	600	0.9059999999999999	0.9171482013858174	0.8882531008300321
8	log2	8	10	200	0.906	0.916976911976912	0.8885959017166574
8	log2	8	8	200	0.906	0.916976911976912	0.8885959017166574
8	log2	8	2	200	0.906	0.916976911976912	0.8885959017166574
8	log2	8	4	200	0.906	0.916976911976912	0.8885959017166574
6	log2	2	10	600	0.9039999999999999	0.9165842636895268	0.8857677207130731
8	sqrt	4	10	600	0.9039999999999999	0.9164458421695265	0.8856215218826637
12	log2	8	4	200	0.9020000000000001	0.9157247899159664	0.8831361417657047
12	log2	8	2	200	0.9020000000000001	0.9157247899159664	0.8831361417657047
12	log2	8	8	200	0.9020000000000001	0.9157247899159664	0.8831361417657047
12	log2	8	10	200	0.9020000000000001	0.9157247899159664	0.8831361417657047
12	sqrt	4	10	1000	0.9	0.9155130473241929	0.8800155631013016
6	sqrt	2	10	600	0.9019999999999999	0.9154313479777876	0.8828437441048859
10	sqrt	4	10	1000	0.8960000000000001	0.915063700918964	0.8745104107715524
10	log2	8	2	1000	0.9040000000000001	0.9146878839255	0.8858181239388795
10	log2	8	10	1000	0.9040000000000001	0.9146878839255	0.8858181239388795
10	log2	8	4	1000	0.9040000000000001	0.9146878839255	0.8858181239388795
10	log2	8	8	1000	0.9040000000000001	0.9146878839255	0.8858181239388795
10	sqrt	4	10	600	0.9019999999999999	0.9145980146444543	0.8829899429352952
6	log2	4	10	200	0.9	0.9145980146444543	0.8802121651575174
6	sqrt	2	8	600	0.9	0.9143917486022749	0.8802121651575174
8	sqrt	4	2	200	0.89	0.9142640022516184	0.8661266742124127
8	sqrt	4	4	200	0.89	0.9142640022516184	0.8661266742124127
8	sqrt	4	8	200	0.89	0.9142640022516184	0.8661266742124127
12	sqrt	4	8	600	0.8979999999999999	0.9140424590888987	0.8773839841539331
12	sqrt	4	2	600	0.8979999999999999	0.9140424590888987	0.8773839841539331
12	sqrt	4	4	600	0.8979999999999999	0.9140424590888987	0.8773839841539331
8	sqrt	2	10	200	0.898	0.9130994152046783	0.8773839841539333
10	sqrt	2	10	200	0.8880000000000001	0.9128172034363985	0.8626226183738919
6	sqrt	4	4	600	0.908	0.911764469620507	0.8922461563855876
6	sqrt	4	2	600	0.908	0.911764469620507	0.8922461563855876
6	sqrt	4	8	600	0.908	0.911764469620507	0.8922461563855876
6	sqrt	2	8	1000	0.9019999999999999	0.9115847310584153	0.8840590218826636
10	sqrt	4	10	200	0.8960000000000001	0.9103342636895269	0.8758718873797398
10	sqrt	4	2	200	0.8960000000000001	0.9102923976608187	0.8757256885493302
10	sqrt	4	8	200	0.8960000000000001	0.9102923976608187	0.8757256885493302
10	sqrt	4	4	200	0.8960000000000001	0.9102923976608187	0.8757256885493302
6	sqrt	2	2	200	0.898	0.910003817991434	0.8773839841539331
6	sqrt	2	4	200	0.898	0.910003817991434	0.8773839841539331
12	log2	8	8	1000	0.9019999999999999	0.9096271929824562	0.884205220713073
12	log2	8	2	1000	0.9019999999999999	0.9096271929824562	0.884205220713073
12	log2	8	4	1000	0.9019999999999999	0.9096271929824562	0.884205220713073
12	log2	8	10	1000	0.9019999999999999	0.9096271929824562	0.884205220713073
12	log2	10	4	200	0.9039999999999999	0.9095227652464495	0.8869829984908508
12	log2	10	10	200	0.9039999999999999	0.9095227652464495	0.8869829984908508
12	log2	10	8	200	0.9039999999999999	0.9095227652464495	0.8869829984908508
12	log2	10	2	200	0.9039999999999999	0.9095227652464495	0.8869829984908508
10	log2	8	10	600	0.9040000000000001	0.9089919132295293	0.8869829984908508
10	log2	8	4	600	0.9040000000000001	0.9089919132295293	0.8869829984908508
10	log2	8	2	600	0.9040000000000001	0.9089919132295293	0.8869829984908508
10	log2	8	8	600	0.9040000000000001	0.9089919132295293	0.8869829984908508
6	sqrt	4	8	1000	0.9039999999999999	0.9085219604956448	0.8879058786078099
6	sqrt	4	4	1000	0.9039999999999999	0.9085219604956448	0.8879058786078099
6	sqrt	4	2	1000	0.9039999999999999	0.9085219604956448	0.8879058786078099
6	sqrt	2	8	200	0.898	0.9073757309941521	0.8787454607621203
6	log2	8	8	1000	0.9019999999999999	0.9070323815331556	0.8854709017166573
6	log2	8	2	1000	0.9019999999999999	0.9070323815331556	0.8854709017166573
6	log2	8	10	1000	0.9019999999999999	0.9070323815331556	0.8854709017166573
6	log2	8	4	1000	0.9019999999999999	0.9070323815331556	0.8854709017166573
8	sqrt	8	10	600	0.9019999999999999	0.9070276275152438	0.885128100830032
8	sqrt	8	2	600	0.9019999999999999	0.9070276275152438	0.885128100830032
8	sqrt	8	4	600	0.9019999999999999	0.9070276275152438	0.885128100830032
8	sqrt	8	8	600	0.9019999999999999	0.9070276275152438	0.885128100830032
12	sqrt	4	10	200	0.8939999999999999	0.9061870791746953	0.874112785323524
6	sqrt	2	10	1000	0.8979999999999999	0.9037387921675848	0.8797187441048859
8	log2	10	4	600	0.9	0.9037287553347925	0.8826427207130731
8	log2	10	8	600	0.9	0.9037287553347925	0.8826427207130731
8	log2	10	10	600	0.9	0.9037287553347925	0.8826427207130731
8	log2	10	2	600	0.9	0.9037287553347925	0.8826427207130731
12	log2	8	2	600	0.9019999999999999	0.9032776275152437	0.8853700952650444
12	log2	8	4	600	0.9019999999999999	0.9032776275152437	0.8853700952650444
12	log2	8	10	600	0.9019999999999999	0.9032776275152437	0.8853700952650444
12	log2	8	8	600	0.9019999999999999	0.9032776275152437	0.8853700952650444
12	sqrt	8	4	1000	0.898	0.9032388285948658	0.8797187441048859
12	sqrt	8	10	1000	0.898	0.9032388285948658	0.8797187441048859
12	sqrt	8	2	1000	0.898	0.9032388285948658	0.8797187441048859
