C	gamma	kernel	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
1.0	0.01	rbf	0.9040816326530612	0.9777777777777779	0.8833666061705989
10.0	0.01	rbf	0.9122448979591837	0.975	0.8941424682395643
1000.0	0.01	rbf	0.9122448979591837	0.975	0.8941424682395643
100.0	0.01	rbf	0.9122448979591837	0.975	0.8941424682395643
0.01	0.01	linear	0.9163265306122449	0.9037969319433852	0.9142226255293406
0.01	0.1	linear	0.9163265306122449	0.9037969319433852	0.9142226255293406
0.01	1.0	linear	0.9163265306122449	0.9037969319433852	0.9142226255293406
0.01	100.0	linear	0.9163265306122449	0.9037969319433852	0.9142226255293406
0.01	1000.0	linear	0.9163265306122449	0.9037969319433852	0.9142226255293406
100.0	0.1	linear	0.9	0.8853434000970914	0.8980852994555354
10.0	0.1	linear	0.9	0.8853434000970914	0.8980852994555354
10.0	1.0	linear	0.9	0.8853434000970914	0.8980852994555354
10.0	100.0	linear	0.9	0.8853434000970914	0.8980852994555354
10.0	1000.0	linear	0.9	0.8853434000970914	0.8980852994555354
100.0	0.01	linear	0.9	0.8853434000970914	0.8980852994555354
100.0	1000.0	linear	0.9	0.8853434000970914	0.8980852994555354
100.0	1.0	linear	0.9	0.8853434000970914	0.8980852994555354
100.0	100.0	linear	0.9	0.8853434000970914	0.8980852994555354
1.0	100.0	linear	0.9	0.8853434000970914	0.8980852994555354
1000.0	0.01	linear	0.9	0.8853434000970914	0.8980852994555354
1000.0	0.1	linear	0.9	0.8853434000970914	0.8980852994555354
1000.0	1.0	linear	0.9	0.8853434000970914	0.8980852994555354
1000.0	100.0	linear	0.9	0.8853434000970914	0.8980852994555354
1000.0	1000.0	linear	0.9	0.8853434000970914	0.8980852994555354
1.0	1000.0	linear	0.9	0.8853434000970914	0.8980852994555354
10.0	0.01	linear	0.9	0.8853434000970914	0.8980852994555354
0.1	1000.0	linear	0.9	0.8853434000970914	0.8980852994555354
1.0	1.0	linear	0.9	0.8853434000970914	0.8980852994555354
0.1	1.0	linear	0.9	0.8853434000970914	0.8980852994555354
0.1	0.1	linear	0.9	0.8853434000970914	0.8980852994555354
1.0	0.1	linear	0.9	0.8853434000970914	0.8980852994555354
0.1	100.0	linear	0.9	0.8853434000970914	0.8980852994555354
1.0	0.01	linear	0.9	0.8853434000970914	0.8980852994555354
0.1	0.01	linear	0.9	0.8853434000970914	0.8980852994555354
1.0	1.0	rbf	0.6	0.0	0.5
100.0	1000.0	rbf	0.6	0.0	0.5
0.1	0.01	rbf	0.6	0.0	0.5
1000.0	0.1	rbf	0.6	0.0	0.5
0.01	1000.0	rbf	0.6	0.0	0.5
0.1	0.1	rbf	0.6	0.0	0.5
0.01	100.0	rbf	0.6	0.0	0.5
1000.0	1.0	rbf	0.6	0.0	0.5
0.01	1.0	rbf	0.6	0.0	0.5
1000.0	100.0	rbf	0.6	0.0	0.5
0.01	0.1	rbf	0.6	0.0	0.5
100.0	100.0	rbf	0.6	0.0	0.5
100.0	0.1	rbf	0.6	0.0	0.5
100.0	1.0	rbf	0.6	0.0	0.5
1.0	100.0	rbf	0.6	0.0	0.5
0.1	1.0	rbf	0.6	0.0	0.5
0.1	100.0	rbf	0.6	0.0	0.5
10.0	1000.0	rbf	0.6	0.0	0.5
10.0	100.0	rbf	0.6	0.0	0.5
0.1	1000.0	rbf	0.6	0.0	0.5
10.0	1.0	rbf	0.6	0.0	0.5
10.0	0.1	rbf	0.6	0.0	0.5
1.0	0.1	rbf	0.6	0.0	0.5
0.01	0.01	rbf	0.6	0.0	0.5
1.0	1000.0	rbf	0.6	0.0	0.5
1000.0	1000.0	rbf	0.6	0.0	0.5
