max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
12	log2	2	4	200	0.9417797888386124	0.9642105263157894	0.9329953917050691
12	log2	2	2	200	0.9417797888386124	0.9642105263157894	0.9329953917050691
12	log2	2	4	600	0.9475867269984917	0.9641854636591478	0.9402572964669738
12	log2	2	2	600	0.9475867269984917	0.9641854636591478	0.9402572964669738
10	log2	2	2	200	0.9417420814479638	0.9634210526315788	0.9328763440860215
10	log2	2	4	200	0.9417420814479638	0.9634210526315788	0.9328763440860215
10	sqrt	2	2	200	0.9513951734539969	0.9614035087719298	0.9457872503840246
10	sqrt	2	4	200	0.9513951734539969	0.9614035087719298	0.9457872503840246
12	sqrt	2	4	600	0.9475867269984917	0.9609273182957393	0.9410253456221197
12	sqrt	2	2	600	0.9475867269984917	0.9609273182957393	0.9410253456221197
10	log2	2	2	1000	0.9475490196078431	0.9606892230576441	0.9410253456221198
10	log2	2	4	1000	0.9475490196078431	0.9606892230576441	0.9410253456221198
12	log2	2	4	1000	0.9475490196078431	0.9602380952380953	0.9410253456221197
12	log2	2	2	1000	0.9475490196078431	0.9602380952380953	0.9410253456221197
12	sqrt	2	2	200	0.9475490196078431	0.9597117794486216	0.9409062980030722
12	sqrt	2	4	200	0.9475490196078431	0.9597117794486216	0.9409062980030722
10	log2	2	2	600	0.9475867269984917	0.9594486215538847	0.9410253456221198
10	log2	2	4	600	0.9475867269984917	0.9594486215538847	0.9410253456221198
10	sqrt	2	4	1000	0.9495098039215687	0.9575074048758261	0.9441743471582182
10	sqrt	2	2	1000	0.9495098039215687	0.9575074048758261	0.9441743471582182
10	sqrt	2	4	600	0.9456636500754149	0.9564035087719297	0.9394124423963135
10	sqrt	2	2	600	0.9456636500754149	0.9564035087719297	0.9394124423963135
12	sqrt	2	8	600	0.9475490196078431	0.9557142857142857	0.9419124423963133
8	sqrt	2	8	200	0.9416666666666667	0.9554260651629074	0.9345314900153611
