C	gamma	kernel	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
0.1	0.01	rbf	0.6759289617486339	1.0	0.5945833333333332
1.0	0.1	rbf	0.735191256830601	0.9605555555555556	0.6709542042042042
100.0	0.1	rbf	0.7861748633879782	0.9544011544011543	0.7368626126126127
1000.0	0.1	rbf	0.7861748633879782	0.9544011544011543	0.7368626126126127
10.0	0.1	rbf	0.7861748633879782	0.9544011544011543	0.7368626126126127
1.0	0.01	rbf	0.9341803278688525	0.9437394127611519	0.9272139639639638
0.01	0.01	linear	0.927622950819672	0.9368274841100928	0.9197792792792792
0.01	0.1	linear	0.927622950819672	0.9368274841100928	0.9197792792792792
0.01	1.0	linear	0.927622950819672	0.9368274841100928	0.9197792792792792
0.01	100.0	linear	0.927622950819672	0.9368274841100928	0.9197792792792792
0.01	1000.0	linear	0.927622950819672	0.9368274841100928	0.9197792792792792
10.0	0.01	rbf	0.9326229508196722	0.9172489857034037	0.9307072072072072
100.0	0.01	rbf	0.9342349726775957	0.9166500701262272	0.9327072072072072
1000.0	0.01	rbf	0.9342349726775957	0.9166500701262272	0.9327072072072072
0.1	0.1	linear	0.9160655737704918	0.8993914762773457	0.9135127627627628
0.1	1000.0	linear	0.9160655737704918	0.8993914762773457	0.9135127627627628
0.1	100.0	linear	0.9160655737704918	0.8993914762773457	0.9135127627627628
0.1	0.01	linear	0.9160655737704918	0.8993914762773457	0.9135127627627628
0.1	1.0	linear	0.9160655737704918	0.8993914762773457	0.9135127627627628
1000.0	0.01	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
100.0	1000.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
100.0	100.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
1000.0	1.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
1000.0	0.1	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
1000.0	100.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
1000.0	1000.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
100.0	0.1	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
100.0	0.01	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
10.0	1000.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
10.0	100.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
10.0	1.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
100.0	1.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
10.0	0.01	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
10.0	0.1	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
1.0	1000.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
1.0	0.1	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
1.0	1.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
1.0	100.0	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
1.0	0.01	linear	0.9078415300546447	0.880533668009825	0.9057364864864864
10.0	1000.0	rbf	0.6003278688524589	0.0	0.5
0.1	100.0	rbf	0.6003278688524589	0.0	0.5
0.01	0.1	rbf	0.6003278688524589	0.0	0.5
1000.0	100.0	rbf	0.6003278688524589	0.0	0.5
0.01	1.0	rbf	0.6003278688524589	0.0	0.5
1000.0	1.0	rbf	0.6003278688524589	0.0	0.5
0.01	100.0	rbf	0.6003278688524589	0.0	0.5
0.01	1000.0	rbf	0.6003278688524589	0.0	0.5
0.1	0.1	rbf	0.6003278688524589	0.0	0.5
0.1	1.0	rbf	0.6003278688524589	0.0	0.5
100.0	1000.0	rbf	0.6003278688524589	0.0	0.5
1.0	100.0	rbf	0.6003278688524589	0.0	0.5
0.1	1000.0	rbf	0.6003278688524589	0.0	0.5
100.0	100.0	rbf	0.6003278688524589	0.0	0.5
0.01	0.01	rbf	0.6003278688524589	0.0	0.5
100.0	1.0	rbf	0.6003278688524589	0.0	0.5
10.0	1.0	rbf	0.6003278688524589	0.0	0.5
1.0	1000.0	rbf	0.6003278688524589	0.0	0.5
1.0	1.0	rbf	0.6003278688524589	0.0	0.5
10.0	100.0	rbf	0.6003278688524589	0.0	0.5
1000.0	1000.0	rbf	0.6003278688524589	0.0	0.5
