max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
12	log2	2	2	600	0.9598484848484847	0.96	0.9577586206896551
12	log2	2	4	600	0.9598484848484847	0.96	0.9577586206896551
10	sqrt	2	4	1000	0.9597979797979797	0.9592592592592591	0.9589511494252874
12	sqrt	2	2	1000	0.9597979797979797	0.9592592592592591	0.9589511494252874
10	sqrt	2	2	1000	0.9597979797979797	0.9592592592592591	0.9589511494252874
8	sqrt	2	4	1000	0.9552525252525251	0.9592592592592591	0.9522844827586207
12	sqrt	2	4	1000	0.9597979797979797	0.9592592592592591	0.9589511494252874
8	sqrt	2	2	1000	0.9552525252525251	0.9592592592592591	0.9522844827586207
8	sqrt	2	10	200	0.9597979797979797	0.9592592592592591	0.9589511494252874
10	sqrt	2	10	200	0.9575252525252524	0.9592592592592591	0.955617816091954
6	log2	2	2	1000	0.9576262626262626	0.9576923076923076	0.9560344827586207
10	log2	2	10	1000	0.9598484848484847	0.9576923076923076	0.9591594827586206
6	log2	2	8	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
6	log2	2	10	600	0.9576262626262626	0.9576923076923076	0.9560344827586207
6	log2	2	10	1000	0.9576262626262626	0.9576923076923076	0.9560344827586207
12	sqrt	2	8	200	0.9530303030303029	0.9576923076923076	0.9491594827586207
6	log2	2	4	1000	0.9576262626262626	0.9576923076923076	0.9560344827586207
10	log2	4	4	200	0.9576262626262626	0.9576923076923076	0.9560344827586207
8	sqrt	2	4	600	0.9530303030303029	0.9576923076923076	0.9491594827586207
8	sqrt	2	2	600	0.9530303030303029	0.9576923076923076	0.9491594827586207
10	log2	2	2	200	0.9576262626262626	0.9576923076923076	0.9560344827586207
10	log2	4	10	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
10	log2	2	2	600	0.9598484848484847	0.9576923076923076	0.9591594827586206
10	log2	2	2	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
10	log2	4	8	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
10	log2	2	4	200	0.9576262626262626	0.9576923076923076	0.9560344827586207
10	log2	4	8	200	0.9576262626262626	0.9576923076923076	0.9560344827586207
10	log2	4	4	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
10	log2	2	4	600	0.9598484848484847	0.9576923076923076	0.9591594827586206
10	log2	2	4	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
10	log2	4	2	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
10	log2	2	8	1000	0.9530808080808081	0.9576923076923076	0.949367816091954
12	log2	2	2	200	0.9553535353535352	0.9576923076923076	0.9527011494252873
10	log2	4	2	200	0.9576262626262626	0.9576923076923076	0.9560344827586207
12	log2	4	2	600	0.9576262626262626	0.9576923076923076	0.9560344827586207
8	log2	4	8	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
12	log2	2	10	1000	0.9598484848484847	0.9576923076923076	0.9591594827586206
12	log2	4	2	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
12	log2	4	4	600	0.9576262626262626	0.9576923076923076	0.9560344827586207
12	log2	2	8	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
12	log2	4	4	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
12	log2	4	8	600	0.9576262626262626	0.9576923076923076	0.9560344827586207
12	log2	4	8	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
8	log2	4	4	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
8	log2	4	2	1000	0.9553535353535352	0.9576923076923076	0.9527011494252873
12	log2	4	10	1000	0.9575757575757574	0.9576923076923076	0.9558261494252873
8	log2	2	10	1000	0.9576262626262626	0.9576923076923076	0.9560344827586207
8	log2	2	8	1000	0.9576262626262626	0.9576923076923076	0.9560344827586207
12	log2	2	4	200	0.9553535353535352	0.9576923076923076	0.9527011494252873
6	sqrt	2	10	1000	0.9598484848484847	0.9571428571428571	0.9603520114942528
12	sqrt	2	8	600	0.9553030303030303	0.9571428571428571	0.9538936781609195
6	sqrt	2	10	600	0.9575757575757576	0.9571428571428571	0.9570186781609195
6	sqrt	2	8	1000	0.9575757575757576	0.9571428571428571	0.9570186781609195
6	sqrt	2	8	600	0.9553030303030303	0.9571428571428571	0.9538936781609195
6	sqrt	2	2	600	0.9598484848484847	0.9571428571428571	0.9605603448275861
6	sqrt	2	4	600	0.9598484848484847	0.9571428571428571	0.9605603448275861
10	sqrt	2	2	600	0.9553030303030303	0.9571428571428571	0.9538936781609195
10	sqrt	2	10	600	0.9553030303030303	0.9571428571428571	0.9538936781609195
12	sqrt	2	8	1000	0.9553030303030303	0.9571428571428571	0.9538936781609195
10	sqrt	2	4	600	0.9553030303030303	0.9571428571428571	0.9538936781609195
10	sqrt	2	10	1000	0.9553030303030303	0.9571428571428571	0.9538936781609195
12	sqrt	4	8	600	0.9530303030303029	0.9571428571428571	0.9505603448275861
8	sqrt	4	10	600	0.9553030303030303	0.9571428571428571	0.9538936781609195
10	sqrt	2	8	1000	0.9575757575757574	0.9571428571428571	0.9572270114942528
12	sqrt	4	4	600	0.9530303030303029	0.9571428571428571	0.9505603448275861
8	sqrt	4	4	1000	0.9553030303030303	0.9571428571428571	0.9538936781609195
8	sqrt	4	2	1000	0.9553030303030303	0.9571428571428571	0.9538936781609195
12	sqrt	4	2	600	0.9530303030303029	0.9571428571428571	0.9505603448275861
8	sqrt	2	10	1000	0.9575757575757574	0.9571428571428571	0.9572270114942528
12	sqrt	2	10	1000	0.9575757575757574	0.9571428571428571	0.9572270114942528
12	sqrt	2	10	600	0.9553030303030303	0.9571428571428571	0.9538936781609195
12	sqrt	2	10	200	0.9553030303030303	0.9571428571428571	0.9538936781609195
8	sqrt	2	10	600	0.9553030303030303	0.9571428571428571	0.9538936781609195
10	sqrt	2	8	600	0.9553030303030303	0.9571428571428571	0.9538936781609195
8	sqrt	2	8	1000	0.9553030303030303	0.9571428571428571	0.9538936781609195
8	sqrt	2	8	600	0.9553030303030303	0.9571428571428571	0.9538936781609195
8	sqrt	4	8	1000	0.9553030303030303	0.9571428571428571	0.9538936781609195
8	log2	4	10	600	0.953131313131313	0.9560000000000001	0.9495761494252873
8	log2	2	2	1000	0.953131313131313	0.9560000000000001	0.9495761494252873
8	log2	2	4	1000	0.953131313131313	0.9560000000000001	0.9495761494252873
6	log2	2	8	600	0.9554040404040404	0.9560000000000001	0.9529094827586206
10	log2	2	10	600	0.9576262626262626	0.9555555555555555	0.9574353448275861
10	sqrt	2	8	200	0.9485858585858585	0.9555555555555555	0.9443103448275861
8	sqrt	4	4	600	0.9508080808080808	0.9555555555555555	0.9474353448275862
12	sqrt	4	4	200	0.9485858585858585	0.9555555555555555	0.9443103448275861
8	sqrt	4	8	200	0.9485858585858585	0.9555555555555555	0.9443103448275861
12	sqrt	4	4	1000	0.9508080808080808	0.9555555555555555	0.9474353448275862
10	sqrt	4	2	600	0.9508080808080808	0.9555555555555555	0.9474353448275862
12	sqrt	4	8	200	0.9485858585858585	0.9555555555555555	0.9443103448275861
12	sqrt	4	8	1000	0.9508080808080808	0.9555555555555555	0.9474353448275862
12	log2	2	2	1000	0.9554040404040404	0.9555555555555555	0.9543103448275861
12	log2	2	4	1000	0.9554040404040404	0.9555555555555555	0.9543103448275861
12	log2	2	8	200	0.9554040404040404	0.9555555555555555	0.9543103448275861
12	log2	2	8	600	0.9554040404040404	0.9555555555555555	0.9543103448275861
12	log2	2	10	600	0.9576262626262626	0.9555555555555555	0.9574353448275861
12	sqrt	4	2	1000	0.9508080808080808	0.9555555555555555	0.9474353448275862
12	log2	4	2	200	0.9554040404040404	0.9555555555555555	0.9543103448275861
12	log2	4	4	200	0.9554040404040404	0.9555555555555555	0.9543103448275861
12	log2	4	8	200	0.9554040404040404	0.9555555555555555	0.9543103448275861
8	log2	4	10	200	0.9508585858585858	0.9555555555555555	0.9476436781609194
8	log2	4	8	600	0.953131313131313	0.9555555555555555	0.9509770114942528
8	log2	4	8	200	0.9508585858585858	0.9555555555555555	0.9476436781609194
12	log2	4	10	600	0.9554040404040404	0.9555555555555555	0.9543103448275861
8	log2	4	4	600	0.953131313131313	0.9555555555555555	0.9509770114942528
8	log2	4	4	200	0.9508585858585858	0.9555555555555555	0.9476436781609194
8	log2	4	2	600	0.953131313131313	0.9555555555555555	0.9509770114942528
8	log2	4	2	200	0.9508585858585858	0.9555555555555555	0.9476436781609194
8	log2	2	10	600	0.9554040404040404	0.9555555555555555	0.9543103448275861
8	sqrt	4	4	200	0.9485858585858585	0.9555555555555555	0.9443103448275861
8	sqrt	4	8	600	0.9508080808080808	0.9555555555555555	0.9474353448275862
8	sqrt	4	2	600	0.9508080808080808	0.9555555555555555	0.9474353448275862
