max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
12	log2	8	8	1000	0.9081632653061223	0.9714705882352941	0.8901209921355111
10	log2	8	8	1000	0.9081632653061223	0.9714705882352941	0.8901209921355111
10	log2	4	2	1000	0.9142857142857143	0.9714705882352941	0.8978841500302479
12	log2	8	2	1000	0.9081632653061223	0.9714705882352941	0.8901209921355111
10	log2	4	8	1000	0.9142857142857143	0.9714705882352941	0.8978841500302479
10	log2	8	2	1000	0.9081632653061223	0.9714705882352941	0.8901209921355111
12	log2	8	10	1000	0.9081632653061223	0.9714705882352941	0.8901209921355111
12	log2	4	8	1000	0.9163265306122448	0.9714705882352941	0.9003841500302482
10	log2	8	4	1000	0.9081632653061223	0.9714705882352941	0.8901209921355111
12	log2	4	4	1000	0.9163265306122448	0.9714705882352941	0.9003841500302482
12	log2	4	2	1000	0.9163265306122448	0.9714705882352941	0.9003841500302482
12	log2	8	4	1000	0.9081632653061223	0.9714705882352941	0.8901209921355111
10	log2	4	4	1000	0.9142857142857143	0.9714705882352941	0.8978841500302479
10	log2	8	10	1000	0.9081632653061223	0.9714705882352941	0.8901209921355111
8	log2	8	10	1000	0.9102040816326529	0.9714705882352941	0.8927525710828796
8	log2	8	8	1000	0.9102040816326529	0.9714705882352941	0.8927525710828796
8	log2	8	4	1000	0.9102040816326529	0.9714705882352941	0.8927525710828796
8	log2	8	2	1000	0.9102040816326529	0.9714705882352941	0.8927525710828796
6	log2	10	2	200	0.9061224489795918	0.97	0.8874894131881428
6	log2	10	8	200	0.9061224489795918	0.97	0.8874894131881428
6	log2	10	10	200	0.9061224489795918	0.97	0.8874894131881428
6	log2	4	10	1000	0.9061224489795918	0.97	0.8876209921355113
10	log2	10	2	1000	0.9061224489795918	0.97	0.8876209921355113
10	log2	10	4	1000	0.9061224489795918	0.97	0.8876209921355113
10	log2	10	8	1000	0.9061224489795918	0.97	0.8876209921355113
10	log2	4	8	600	0.9102040816326531	0.97	0.892884150030248
6	log2	2	8	600	0.9081632653061223	0.97	0.8902525710828797
6	log2	10	4	200	0.9061224489795918	0.97	0.8874894131881428
12	log2	10	10	1000	0.9061224489795918	0.97	0.8876209921355113
10	log2	4	4	600	0.9102040816326531	0.97	0.892884150030248
10	sqrt	8	2	600	0.9122448979591835	0.97	0.8953841500302481
8	log2	2	10	1000	0.9142857142857143	0.97	0.8978841500302479
8	log2	4	10	1000	0.9122448979591835	0.97	0.8953841500302481
8	log2	2	8	1000	0.9163265306122449	0.97	0.9003841500302482
8	log2	10	2	1000	0.9061224489795918	0.97	0.8876209921355113
8	log2	10	4	1000	0.9061224489795918	0.97	0.8876209921355113
8	log2	10	8	1000	0.9061224489795918	0.97	0.8876209921355113
8	log2	10	10	1000	0.9061224489795918	0.97	0.8876209921355113
10	sqrt	8	2	200	0.9163265306122449	0.97	0.9005157289776164
10	sqrt	8	4	200	0.9163265306122449	0.97	0.9005157289776164
6	log2	2	4	1000	0.9122448979591835	0.97	0.8953841500302481
10	sqrt	8	4	600	0.9122448979591835	0.97	0.8953841500302481
10	sqrt	8	8	200	0.9163265306122449	0.97	0.9005157289776164
8	sqrt	4	10	1000	0.9142857142857143	0.97	0.8980157289776166
8	sqrt	4	10	600	0.920408163265306	0.97	0.9057788868723531
10	sqrt	8	8	600	0.9122448979591835	0.97	0.8953841500302481
10	sqrt	8	10	200	0.9163265306122449	0.97	0.9005157289776164
10	sqrt	8	10	600	0.9122448979591835	0.97	0.8953841500302481
10	log2	4	2	600	0.9102040816326531	0.97	0.892884150030248
10	log2	10	10	1000	0.9061224489795918	0.97	0.8876209921355113
8	log2	4	10	600	0.9122448979591835	0.97	0.8953841500302481
12	sqrt	8	10	200	0.9163265306122449	0.97	0.9005157289776164
6	sqrt	4	8	1000	0.9081632653061223	0.97	0.8903841500302481
12	sqrt	8	4	200	0.9163265306122449	0.97	0.9005157289776164
12	log2	10	2	600	0.9061224489795918	0.97	0.8876209921355113
6	sqrt	4	4	1000	0.9081632653061223	0.97	0.8903841500302481
6	sqrt	4	2	1000	0.9081632653061223	0.97	0.8903841500302481
6	sqrt	4	2	600	0.9142857142857143	0.97	0.8978841500302479
12	sqrt	8	8	200	0.9163265306122449	0.97	0.9005157289776164
12	log2	10	2	1000	0.9061224489795918	0.97	0.8876209921355113
12	sqrt	8	2	200	0.9163265306122449	0.97	0.9005157289776164
6	sqrt	4	8	600	0.9142857142857143	0.97	0.8978841500302479
6	sqrt	2	10	1000	0.9142857142857143	0.97	0.8980157289776166
6	sqrt	4	4	600	0.9142857142857143	0.97	0.8978841500302479
6	sqrt	2	10	600	0.9163265306122448	0.97	0.9006473079249847
6	sqrt	4	10	600	0.9102040816326531	0.97	0.892884150030248
6	sqrt	4	10	1000	0.9061224489795918	0.97	0.8877525710828795
12	log2	10	4	600	0.9061224489795918	0.97	0.8876209921355113
12	log2	10	4	1000	0.9061224489795918	0.97	0.8876209921355113
12	log2	10	8	600	0.9061224489795918	0.97	0.8876209921355113
12	log2	10	8	1000	0.9061224489795918	0.97	0.8876209921355113
12	log2	10	10	600	0.9061224489795918	0.97	0.8876209921355113
6	log2	2	2	1000	0.9122448979591835	0.97	0.8953841500302481
12	sqrt	2	8	200	0.9346938775510203	0.9686842105263157	0.9243179068360557
10	log2	2	2	600	0.9244897959183673	0.9686842105263157	0.9115547489413188
10	log2	2	4	600	0.9244897959183673	0.9686842105263157	0.9115547489413188
