colsample_bytree	eval_metric	gamma	learning_rate	max_depth	min_child_weight	n_estimators	objective	subsample	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
0.5	error	0	0.01	8	3	1000	binary:logitraw	1.0	0.8353846153846153	0.8753961509504988	0.8121794871794871
0.5	auc	0	0.01	8	3	1000	binary:logitraw	1.0	0.8353846153846153	0.8753961509504988	0.8121794871794871
0.5	auc	0	0.01	8	3	600	binary:logitraw	1.0	0.823076923076923	0.8682987012987013	0.7974358974358975
0.5	error	0	0.01	8	3	600	binary:logitraw	1.0	0.823076923076923	0.8682987012987013	0.7974358974358975
0.5	auc	0	0.01	8	3	200	binary:logitraw	1.0	0.8092307692307692	0.8671297699548474	0.7788461538461539
0.5	error	0	0.01	8	3	200	binary:logitraw	1.0	0.8092307692307692	0.8671297699548474	0.7788461538461539
0.5	error	0	0.01	6	3	200	binary:logitraw	0.5	0.7676923076923077	0.8655965280849183	0.7243589743589742
0.5	auc	0	0.01	6	3	200	binary:logitraw	0.5	0.7676923076923077	0.8655965280849183	0.7243589743589742
0.5	error	0	0.01	8	1	200	binary:logitraw	1.0	0.8107692307692309	0.8645702554526083	0.7807692307692308
0.5	auc	0	0.01	8	1	200	binary:logitraw	1.0	0.8107692307692309	0.8645702554526083	0.7807692307692308
1.0	auc	0	0.01	8	3	600	binary:logitraw	1.0	0.8246153846153845	0.8632601003788244	0.7993589743589744
1.0	error	0	0.01	8	3	600	binary:logitraw	1.0	0.8246153846153845	0.8632601003788244	0.7993589743589744
0.5	auc	0	0.01	8	1	600	binary:logitraw	1.0	0.8246153846153847	0.8632591073643706	0.8
0.5	error	0	0.01	8	1	600	binary:logitraw	1.0	0.8246153846153847	0.8632591073643706	0.8
0.5	auc	0	0.01	8	1	600	binary:logitraw	0.5	0.8169230769230769	0.8622585309427414	0.7891025641025641
0.5	error	0	0.01	8	1	600	binary:logitraw	0.5	0.8169230769230769	0.8622585309427414	0.7891025641025641
1.0	error	0	0.01	8	3	200	binary:logitraw	0.5	0.7923076923076924	0.8622194738899545	0.7564102564102564
1.0	auc	0	0.01	8	3	200	binary:logitraw	0.5	0.7923076923076924	0.8622194738899545	0.7564102564102564
1.0	auc	0	0.01	6	3	200	binary:logitraw	0.5	0.7861538461538463	0.8614900502535109	0.7487179487179487
1.0	error	0	0.01	6	3	200	binary:logitraw	0.5	0.7861538461538463	0.8614900502535109	0.7487179487179487
0.5	auc	0	0.01	8	3	200	binary:logitraw	0.5	0.783076923076923	0.8607799411630681	0.7448717948717949
0.5	error	0	0.01	8	3	200	binary:logitraw	0.5	0.783076923076923	0.8607799411630681	0.7448717948717949
0.5	error	0	0.01	6	1	600	binary:logitraw	1.0	0.8246153846153845	0.8593874607467284	0.8006410256410256
0.5	auc	0	0.01	6	1	600	binary:logitraw	1.0	0.8246153846153845	0.8593874607467284	0.8006410256410256
1.0	auc	0	0.01	8	3	1000	binary:logitraw	1.0	0.8276923076923076	0.859084908271609	0.8051282051282052
1.0	error	0	0.01	8	3	1000	binary:logitraw	1.0	0.8276923076923076	0.859084908271609	0.8051282051282052
0.5	auc	0	0.01	6	3	600	binary:logitraw	1.0	0.8169230769230769	0.8584313584965759	0.7910256410256411
0.5	error	0	0.01	6	3	600	binary:logitraw	1.0	0.8169230769230769	0.8584313584965759	0.7910256410256411
0.5	auc	0	0.01	6	1	200	binary:logitraw	1.0	0.8	0.8582834159304747	0.7679487179487179
0.5	error	0	0.01	6	1	200	binary:logitraw	1.0	0.8	0.8582834159304747	0.7679487179487179
0.5	error	0	0.01	8	3	1000	binary:logitraw	0.5	0.826153846153846	0.8581099456099457	0.8032051282051281
0.5	auc	0	0.01	8	3	1000	binary:logitraw	0.5	0.826153846153846	0.8581099456099457	0.8032051282051281
0.5	error	0	0.01	6	3	1000	binary:logitraw	1.0	0.826153846153846	0.8578366271409749	0.8038461538461539
0.5	auc	0	0.01	6	3	1000	binary:logitraw	1.0	0.826153846153846	0.8578366271409749	0.8038461538461539
0.5	auc	0	0.01	6	3	200	binary:logitraw	1.0	0.796923076923077	0.8574257703081234	0.7634615384615385
0.5	error	0	0.01	6	3	200	binary:logitraw	1.0	0.796923076923077	0.8574257703081234	0.7634615384615385
0.5	auc	0	0.01	8	1	200	binary:logitraw	0.5	0.7892307692307693	0.8569010848486552	0.7525641025641026
0.5	error	0	0.01	8	1	200	binary:logitraw	0.5	0.7892307692307693	0.8569010848486552	0.7525641025641026
0.5	error	0	0.01	6	1	200	binary:logitraw	0.5	0.78	0.8566090037413566	0.7416666666666667
0.5	auc	0	0.01	6	1	200	binary:logitraw	0.5	0.78	0.8566090037413566	0.7416666666666667
0.5	error	0	0.01	8	3	600	binary:logitraw	0.5	0.8123076923076923	0.8565266702108808	0.7846153846153847
0.5	auc	0	0.01	8	3	600	binary:logitraw	0.5	0.8123076923076923	0.8565266702108808	0.7846153846153847
0.5	auc	0	0.2	4	3	200	binary:logitraw	1.0	0.836923076923077	0.8552731145665928	0.8198717948717948
0.5	error	0	0.2	4	3	200	binary:logitraw	1.0	0.836923076923077	0.8552731145665928	0.8198717948717948
0.5	error	0	0.01	6	1	600	binary:logitraw	0.5	0.8123076923076923	0.8548958935801041	0.7846153846153847
0.5	auc	0	0.01	6	1	600	binary:logitraw	0.5	0.8123076923076923	0.8548958935801041	0.7846153846153847
0.5	auc	0	0.01	6	1	1000	binary:logitraw	0.5	0.8215384615384614	0.8541666666666666	0.7967948717948717
0.5	error	0	0.01	6	1	1000	binary:logitraw	0.5	0.8215384615384614	0.8541666666666666	0.7967948717948717
1.0	auc	0	0.01	6	1	1000	binary:logitraw	0.5	0.8215384615384614	0.8535926622110832	0.7974358974358974
1.0	error	0	0.01	6	1	1000	binary:logitraw	0.5	0.8215384615384614	0.8535926622110832	0.7974358974358974
0.5	error	0	0.01	8	1	1000	binary:logitraw	1.0	0.8307692307692307	0.853049751015998	0.8102564102564103
0.5	auc	0	0.01	8	1	1000	binary:logitraw	1.0	0.8307692307692307	0.853049751015998	0.8102564102564103
0.5	error	0	0.01	6	3	600	binary:logitraw	0.5	0.8076923076923077	0.8514421738105948	0.7794871794871795
0.5	auc	0	0.01	6	3	600	binary:logitraw	0.5	0.8076923076923077	0.8514421738105948	0.7794871794871795
