C	gamma	kernel	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
1.0	0.1	rbf	0.771478667445938	0.9928571428571429	0.7150569358178054
1000.0	0.1	rbf	0.8059614260666278	0.9875	0.7589182194616978
10.0	0.1	rbf	0.8059614260666278	0.9875	0.7589182194616978
100.0	0.1	rbf	0.8059614260666278	0.9875	0.7589182194616978
10.0	0.01	rbf	0.962448860315605	0.948304347826087	0.9629710144927536
100.0	0.01	rbf	0.962448860315605	0.948304347826087	0.9629710144927536
1000.0	0.01	rbf	0.962448860315605	0.948304347826087	0.9629710144927536
1.0	0.01	rbf	0.9331385154880187	0.9423739272423483	0.92633479478748
0.01	0.01	linear	0.9194038573933373	0.9282019371648527	0.9113606747046645
0.01	1000.0	linear	0.9194038573933373	0.9282019371648527	0.9113606747046645
0.01	0.1	linear	0.9194038573933373	0.9282019371648527	0.9113606747046645
0.01	1.0	linear	0.9194038573933373	0.9282019371648527	0.9113606747046645
0.01	100.0	linear	0.9194038573933373	0.9282019371648527	0.9113606747046645
0.1	1000.0	linear	0.9367329047340738	0.9153953523032807	0.9378642978930702
0.1	0.01	linear	0.9367329047340738	0.9153953523032807	0.9378642978930702
0.1	100.0	linear	0.9367329047340738	0.9153953523032807	0.9378642978930702
0.1	1.0	linear	0.9367329047340738	0.9153953523032807	0.9378642978930702
0.1	0.1	linear	0.9367329047340738	0.9153953523032807	0.9378642978930702
10.0	0.1	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
100.0	1000.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
1000.0	0.01	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
100.0	100.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
1000.0	1.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
1000.0	100.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
100.0	0.1	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
1000.0	1000.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
100.0	0.01	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
10.0	1000.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
10.0	100.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
10.0	1.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
1000.0	0.1	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
100.0	1.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
10.0	0.01	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
1.0	1000.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
1.0	100.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
1.0	1.0	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
1.0	0.1	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
1.0	0.01	linear	0.9350672121566335	0.9086490031707424	0.9372716477895506
0.1	0.01	rbf	0.6099357101110462	0.5	0.5126811594202898
0.01	0.01	rbf	0.5996785505552309	0.0	0.5
100.0	1000.0	rbf	0.5996785505552309	0.0	0.5
0.01	0.1	rbf	0.5996785505552309	0.0	0.5
1000.0	100.0	rbf	0.5996785505552309	0.0	0.5
0.01	1.0	rbf	0.5996785505552309	0.0	0.5
1000.0	1.0	rbf	0.5996785505552309	0.0	0.5
0.01	100.0	rbf	0.5996785505552309	0.0	0.5
0.01	1000.0	rbf	0.5996785505552309	0.0	0.5
0.1	0.1	rbf	0.5996785505552309	0.0	0.5
0.1	1.0	rbf	0.5996785505552309	0.0	0.5
0.1	1000.0	rbf	0.5996785505552309	0.0	0.5
0.1	100.0	rbf	0.5996785505552309	0.0	0.5
100.0	100.0	rbf	0.5996785505552309	0.0	0.5
1.0	1000.0	rbf	0.5996785505552309	0.0	0.5
100.0	1.0	rbf	0.5996785505552309	0.0	0.5
1.0	1.0	rbf	0.5996785505552309	0.0	0.5
10.0	1000.0	rbf	0.5996785505552309	0.0	0.5
1.0	100.0	rbf	0.5996785505552309	0.0	0.5
10.0	100.0	rbf	0.5996785505552309	0.0	0.5
10.0	1.0	rbf	0.5996785505552309	0.0	0.5
1000.0	1000.0	rbf	0.5996785505552309	0.0	0.5
