colsample_bytree	eval_metric	gamma	learning_rate	max_depth	min_child_weight	n_estimators	objective	subsample	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
0.5	auc	0	0.01	8	3	200	binary:logitraw	1.0	0.8953846153846154	0.9624377289377289	0.8820552695552696
0.5	error	0	0.01	8	3	200	binary:logitraw	1.0	0.8953846153846154	0.9624377289377289	0.8820552695552696
0.5	error	0	0.01	6	3	200	binary:logitraw	1.0	0.8923076923076924	0.9615951938560634	0.8784838409838411
0.5	auc	0	0.01	6	3	200	binary:logitraw	1.0	0.8923076923076924	0.9615951938560634	0.8784838409838411
0.5	error	0	0.01	6	1	200	binary:logitraw	1.0	0.9	0.9587454212454212	0.8879790504790505
0.5	auc	0	0.01	6	1	200	binary:logitraw	1.0	0.9	0.9587454212454212	0.8879790504790505
0.5	error	0	0.01	4	1	200	binary:logitraw	1.0	0.8784615384615385	0.9583208458208459	0.8629129129129129
0.5	auc	0	0.01	4	1	200	binary:logitraw	1.0	0.8784615384615385	0.9583208458208459	0.8629129129129129
0.5	auc	0	0.01	8	3	600	binary:logitraw	1.0	0.9169230769230771	0.9574156596915218	0.9081885456885457
0.5	error	0	0.01	8	3	600	binary:logitraw	1.0	0.9169230769230771	0.9574156596915218	0.9081885456885457
0.5	error	0	0.01	4	3	1000	binary:logitraw	1.0	0.9123076923076925	0.9572732095490716	0.9028314028314028
0.5	auc	0	0.01	4	3	1000	binary:logitraw	1.0	0.9123076923076925	0.9572732095490716	0.9028314028314028
0.5	auc	0	0.01	8	3	200	binary:logitraw	0.5	0.8815384615384616	0.9566889632107024	0.8664843414843416
0.5	error	0	0.01	8	3	200	binary:logitraw	0.5	0.8815384615384616	0.9566889632107024	0.8664843414843416
1.0	error	0	0.01	6	3	600	binary:logitraw	1.0	0.9076923076923078	0.956544468303089	0.8972758472758475
1.0	auc	0	0.01	6	3	600	binary:logitraw	1.0	0.9076923076923078	0.956544468303089	0.8972758472758475
0.5	error	0	0.01	6	3	600	binary:logitraw	1.0	0.9123076923076925	0.956534293292914	0.9028314028314028
0.5	auc	0	0.01	6	3	600	binary:logitraw	1.0	0.9123076923076925	0.956534293292914	0.9028314028314028
0.5	auc	0	0.01	4	3	200	binary:logitraw	1.0	0.8753846153846154	0.9548534798534799	0.8597097097097096
0.5	error	0	0.01	4	3	200	binary:logitraw	1.0	0.8753846153846154	0.9548534798534799	0.8597097097097096
0.5	auc	0	0.01	8	1	200	binary:logitraw	0.5	0.8969230769230769	0.9529538033181211	0.8853424853424853
0.5	error	0	0.01	8	1	200	binary:logitraw	0.5	0.8969230769230769	0.9529538033181211	0.8853424853424853
0.5	auc	0	0.01	6	1	200	binary:logitraw	0.5	0.890769230769231	0.9529048040082522	0.8781334906334907
0.5	error	0	0.01	6	1	200	binary:logitraw	0.5	0.890769230769231	0.9529048040082522	0.8781334906334907
0.5	auc	0	0.01	6	3	200	binary:logitraw	0.5	0.8830769230769231	0.9526647466864858	0.8687044187044188
0.5	error	0	0.01	6	3	200	binary:logitraw	0.5	0.8830769230769231	0.9526647466864858	0.8687044187044188
0.5	auc	0	0.01	8	3	1000	binary:logitraw	1.0	0.9184615384615386	0.951937321937322	0.9109091234091233
0.5	error	0	0.01	8	3	1000	binary:logitraw	1.0	0.9184615384615386	0.951937321937322	0.9109091234091233
0.5	error	0	0.01	6	3	1000	binary:logitraw	1.0	0.9169230769230771	0.9516410256410257	0.9090572715572716
0.5	auc	0	0.01	6	3	1000	binary:logitraw	1.0	0.9169230769230771	0.9516410256410257	0.9090572715572716
0.5	auc	0	0.01	6	1	1000	binary:logitraw	1.0	0.9246153846153847	0.9513512132822477	0.918118118118118
0.5	error	0	0.01	6	1	1000	binary:logitraw	1.0	0.9246153846153847	0.9513512132822477	0.918118118118118
1.0	auc	0	0.01	6	3	600	binary:logitraw	0.5	0.9092307692307694	0.9509372236958444	0.9001287001287002
1.0	error	0	0.01	6	3	600	binary:logitraw	0.5	0.9092307692307694	0.9509372236958444	0.9001287001287002
1.0	error	0	0.01	4	3	1000	binary:logitraw	1.0	0.9107692307692309	0.9508375085961293	0.9014800514800516
1.0	auc	0	0.01	4	3	1000	binary:logitraw	1.0	0.9107692307692309	0.9508375085961293	0.9014800514800516
1.0	error	0	0.01	8	3	600	binary:logitraw	0.5	0.9076923076923078	0.9507833775419983	0.898342985842986
1.0	auc	0	0.01	8	3	600	binary:logitraw	0.5	0.9076923076923078	0.9507833775419983	0.898342985842986
0.5	auc	0	0.01	4	3	200	binary:logitraw	0.5	0.8569230769230769	0.9503095238095238	0.838347275847276
0.5	error	0	0.01	4	3	200	binary:logitraw	0.5	0.8569230769230769	0.9503095238095238	0.838347275847276
0.5	auc	0	0.01	4	1	200	binary:logitraw	0.5	0.8723076923076925	0.949862955884695	0.8566387816387817
0.5	error	0	0.01	4	1	200	binary:logitraw	0.5	0.8723076923076925	0.949862955884695	0.8566387816387817
0.5	error	0	0.01	4	1	600	binary:logitraw	1.0	0.9046153846153848	0.9494270557029179	0.8947054197054198
0.5	auc	0	0.01	4	1	600	binary:logitraw	1.0	0.9046153846153848	0.9494270557029179	0.8947054197054198
0.5	auc	0	0.01	4	3	600	binary:logitraw	0.5	0.9	0.9493016294050776	0.8894144144144145
0.5	error	0	0.01	4	3	600	binary:logitraw	0.5	0.9	0.9493016294050776	0.8894144144144145
0.5	auc	0	0.01	4	3	600	binary:logitraw	1.0	0.9030769230769231	0.9492807320393528	0.8929197054197054
0.5	error	0	0.01	4	3	600	binary:logitraw	1.0	0.9030769230769231	0.9492807320393528	0.8929197054197054
1.0	auc	0	0.01	6	3	1000	binary:logitraw	1.0	0.913846153846154	0.9492693360279567	0.9054197054197054
1.0	error	0	0.01	6	3	1000	binary:logitraw	1.0	0.913846153846154	0.9492693360279567	0.9054197054197054
1.0	error	0	0.01	4	3	600	binary:logitraw	1.0	0.9015384615384617	0.9484275851862058	0.8910678535678536
1.0	auc	0	0.01	4	3	600	binary:logitraw	1.0	0.9015384615384617	0.9484275851862058	0.8910678535678536
0.5	auc	0	0.01	4	1	1000	binary:logitraw	1.0	0.9215384615384616	0.947796749474725	0.9150471900471902
0.5	error	0	0.01	4	1	1000	binary:logitraw	1.0	0.9215384615384616	0.947796749474725	0.9150471900471902
0.5	auc	0	0.01	8	1	200	binary:logitraw	1.0	0.8984615384615384	0.9459129089301503	0.8879969254969253
0.5	error	0	0.01	8	1	200	binary:logitraw	1.0	0.8984615384615384	0.9459129089301503	0.8879969254969253
