C	gamma	kernel	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
0.01	0.01	linear	0.8328282828282829	0.8055580611015394	0.83070126227209
0.01	0.1	linear	0.8328282828282829	0.8055580611015394	0.83070126227209
0.01	1.0	linear	0.8328282828282829	0.8055580611015394	0.83070126227209
0.01	100.0	linear	0.8328282828282829	0.8055580611015394	0.83070126227209
0.01	1000.0	linear	0.8328282828282829	0.8055580611015394	0.83070126227209
100.0	1.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1.0	1000.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
10.0	0.1	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
10.0	1.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
10.0	100.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
10.0	1000.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
100.0	0.01	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
100.0	0.1	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
100.0	1000.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
100.0	100.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1.0	1.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1000.0	0.01	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1000.0	0.1	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1000.0	1.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1000.0	100.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1000.0	1000.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1.0	100.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
10.0	0.01	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
0.1	1000.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
0.1	1.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1.0	0.1	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
0.1	0.1	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1.0	0.01	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
0.1	100.0	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
0.1	0.01	linear	0.8328282828282829	0.8055456741326307	0.8307012622720897
1.0	0.1	rbf	0.5672390572390573	0.0	0.5
100.0	100.0	rbf	0.5672390572390573	0.0	0.5
0.1	0.01	rbf	0.5672390572390573	0.0	0.5
100.0	1000.0	rbf	0.5672390572390573	0.0	0.5
1000.0	0.01	rbf	0.5672390572390573	0.0	0.5
0.1	0.1	rbf	0.5672390572390573	0.0	0.5
0.01	1000.0	rbf	0.5672390572390573	0.0	0.5
1000.0	0.1	rbf	0.5672390572390573	0.0	0.5
0.01	100.0	rbf	0.5672390572390573	0.0	0.5
1000.0	1.0	rbf	0.5672390572390573	0.0	0.5
0.01	1.0	rbf	0.5672390572390573	0.0	0.5
1000.0	100.0	rbf	0.5672390572390573	0.0	0.5
0.01	0.1	rbf	0.5672390572390573	0.0	0.5
100.0	1.0	rbf	0.5672390572390573	0.0	0.5
100.0	0.01	rbf	0.5672390572390573	0.0	0.5
100.0	0.1	rbf	0.5672390572390573	0.0	0.5
0.1	1.0	rbf	0.5672390572390573	0.0	0.5
10.0	1000.0	rbf	0.5672390572390573	0.0	0.5
10.0	100.0	rbf	0.5672390572390573	0.0	0.5
0.1	100.0	rbf	0.5672390572390573	0.0	0.5
10.0	1.0	rbf	0.5672390572390573	0.0	0.5
10.0	0.1	rbf	0.5672390572390573	0.0	0.5
0.1	1000.0	rbf	0.5672390572390573	0.0	0.5
10.0	0.01	rbf	0.5672390572390573	0.0	0.5
0.01	0.01	rbf	0.5672390572390573	0.0	0.5
1.0	1000.0	rbf	0.5672390572390573	0.0	0.5
1.0	100.0	rbf	0.5672390572390573	0.0	0.5
1.0	0.01	rbf	0.5672390572390573	0.0	0.5
1.0	1.0	rbf	0.5672390572390573	0.0	0.5
1000.0	1000.0	rbf	0.5672390572390573	0.0	0.5
