max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
10	log2	2	8	1000	0.9348492860920148	0.9486492951492951	0.9304606286959227
12	log2	2	10	600	0.9365150713907987	0.9483853851462547	0.9324549306902247
12	log2	2	10	1000	0.9348757271285034	0.9481877566877566	0.9305318537671479
10	log2	2	10	1000	0.9332363828662084	0.9480065972674667	0.9286087768440708
10	log2	2	10	600	0.9315970386039133	0.9480065972674667	0.926685699920994
10	sqrt	2	2	1000	0.9315970386039133	0.9479497354497355	0.926756924992219
10	sqrt	2	4	1000	0.9315970386039133	0.9479497354497355	0.926756924992219
12	log2	4	4	1000	0.9332099418297197	0.9454473247059454	0.9290320572673514
12	log2	4	2	1000	0.9332099418297197	0.9454473247059454	0.9290320572673514
12	log2	4	8	1000	0.9332099418297197	0.9454473247059454	0.9290320572673514
10	log2	2	8	600	0.9332363828662084	0.94538941091115	0.9290320572673514
12	log2	2	8	1000	0.934902168164992	0.9450007697616393	0.9310263592616532
12	log2	2	2	1000	0.933262823902697	0.9450007697616393	0.9291032823385764
12	log2	2	4	1000	0.933262823902697	0.9450007697616393	0.9291032823385764
8	log2	2	2	600	0.9316234796404019	0.9448196103413494	0.9271802054154994
10	log2	2	2	1000	0.9316234796404019	0.9448196103413494	0.9271802054154994
10	log2	2	4	1000	0.9316234796404019	0.9448196103413494	0.9271802054154994
8	log2	2	4	600	0.9316234796404019	0.9448196103413494	0.9271802054154994
10	sqrt	2	2	600	0.9316234796404019	0.9447815702815703	0.9272514304867245
10	sqrt	2	4	600	0.9316234796404019	0.9447815702815703	0.9272514304867245
12	log2	2	10	200	0.9316234796404019	0.9446219818828514	0.9271802054154994
12	log2	4	10	600	0.9266790058170281	0.9443905481491688	0.9214109746462688
8	log2	2	4	1000	0.9315970386039133	0.944218718479588	0.9271802054154994
8	log2	2	2	1000	0.9315970386039133	0.944218718479588	0.9271802054154994
12	log2	2	4	200	0.9300105764145956	0.94402109002109	0.9253283535636475
12	log2	2	2	200	0.9300105764145956	0.94402109002109	0.9253283535636475
12	log2	2	4	600	0.9283712321523006	0.9440065972674668	0.9234052766405707
12	log2	2	2	600	0.9283712321523006	0.9440065972674668	0.9234052766405707
8	log2	2	10	1000	0.9315970386039133	0.9438563996390084	0.9271802054154994
8	log2	2	8	1000	0.9299576943416182	0.9438563996390084	0.9252571284924226
10	log2	2	10	200	0.9267054468535167	0.9437477152477152	0.9214401829107711
10	log2	4	10	600	0.9282919090428345	0.9426659234485321	0.9238285570638511
10	log2	2	8	200	0.9299312533051296	0.942003069283429	0.9257516339869281
12	log2	2	8	600	0.9316499206768907	0.9418668666277361	0.927674710910005
12	sqrt	2	10	600	0.9315970386039133	0.9418496133496133	0.9276034858387799
10	log2	2	4	600	0.9300105764145956	0.9416857072074463	0.9257516339869281
10	log2	2	2	600	0.9300105764145956	0.9416857072074463	0.9257516339869281
12	sqrt	2	2	600	0.9283447911158118	0.9412798127798127	0.9238285570638511
12	sqrt	2	4	600	0.9283447911158118	0.9412798127798127	0.9238285570638511
12	sqrt	2	4	1000	0.9283447911158118	0.9412798127798127	0.9238285570638511
12	sqrt	2	2	1000	0.9283447911158118	0.9412798127798127	0.9238285570638511
8	log2	2	10	600	0.9283447911158118	0.9408630998630999	0.9237865402571284
12	log2	4	10	1000	0.9266790058170281	0.9404568007371605	0.9219054801407742
12	sqrt	2	8	1000	0.9299841353781069	0.9402032227032227	0.9258228590581531
12	sqrt	2	10	1000	0.9299841353781069	0.9401406186406186	0.9257516339869281
10	sqrt	2	8	1000	0.9299841353781069	0.9401406186406186	0.9257516339869281
12	sqrt	2	8	200	0.9316234796404019	0.9398342623560015	0.927674710910005
12	sqrt	2	2	200	0.9315970386039133	0.9392051853970894	0.9280267662620603
12	sqrt	2	4	200	0.9315970386039133	0.9392051853970894	0.9280267662620603
10	log2	2	4	200	0.9250925436277104	0.9389964292745402	0.9204769087122028
10	log2	2	2	200	0.9250925436277104	0.9389964292745402	0.9204769087122028
12	sqrt	2	10	200	0.9299841353781069	0.9388425761034457	0.9261749144102085
12	log2	2	8	200	0.9267318878900055	0.93818120044207	0.9223999856352798
10	log2	4	8	1000	0.9282919090428345	0.9381274619100706	0.9242518374871315
10	log2	4	4	1000	0.9282919090428345	0.9381274619100706	0.9242518374871315
10	log2	4	2	1000	0.9282919090428345	0.9381274619100706	0.9242518374871315
10	log2	4	10	1000	0.9266790058170281	0.9376659234485322	0.9223999856352798
12	log2	4	4	600	0.9266525647805395	0.9374884615079517	0.9222867437573319
