colsample_bytree	eval_metric	gamma	learning_rate	max_depth	min_child_weight	n_estimators	objective	subsample	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
0.5	auc	0	0.01	8	3	200	binary:logitraw	0.5	0.921641156462585	0.9748611111111112	0.8973065570314148
0.5	error	0	0.01	6	3	200	binary:logitraw	0.5	0.921641156462585	0.9748611111111112	0.8973065570314148
0.5	error	0	0.01	4	3	200	binary:logitraw	0.5	0.9215986394557824	0.9748611111111112	0.8971431583386043
0.5	auc	0	0.01	4	3	200	binary:logitraw	0.5	0.9215986394557824	0.9748611111111112	0.8971431583386043
0.5	error	0	0.01	8	3	200	binary:logitraw	0.5	0.921641156462585	0.9748611111111112	0.8973065570314148
0.5	auc	0	0.01	6	3	200	binary:logitraw	0.5	0.921641156462585	0.9748611111111112	0.8973065570314148
1.0	error	0	0.2	6	1	200	binary:logitraw	0.5	0.9465986394557824	0.9663398692810456	0.9339500316255535
1.0	auc	0	0.2	6	1	200	binary:logitraw	0.5	0.9465986394557824	0.9663398692810456	0.9339500316255535
0.5	auc	0	0.2	4	1	600	binary:logitraw	1.0	0.9526785714285714	0.9653594771241829	0.9422833649588869
0.5	auc	0	0.2	4	1	1000	binary:logitraw	1.0	0.9568027210884352	0.9653594771241829	0.9480023192072528
0.5	error	0	0.2	6	1	1000	binary:logitraw	1.0	0.9526360544217687	0.9653594771241829	0.9424467636516972
0.5	auc	0	0.2	6	1	200	binary:logitraw	0.5	0.9486394557823129	0.9653594771241829	0.9368912080961417
0.5	auc	0	0.2	6	1	1000	binary:logitraw	1.0	0.9526360544217687	0.9653594771241829	0.9424467636516972
0.5	error	0	0.2	6	1	200	binary:logitraw	0.5	0.9486394557823129	0.9653594771241829	0.9368912080961417
0.5	error	0	0.2	4	1	600	binary:logitraw	1.0	0.9526785714285714	0.9653594771241829	0.9422833649588869
0.5	error	0	0.2	4	1	1000	binary:logitraw	1.0	0.9568027210884352	0.9653594771241829	0.9480023192072528
1.0	error	0	0.01	6	1	600	binary:logitraw	0.5	0.9382227891156463	0.965032679738562	0.9223487244360109
1.0	auc	0	0.01	8	1	600	binary:logitraw	0.5	0.9382227891156463	0.965032679738562	0.9223487244360109
1.0	auc	0	0.01	6	1	600	binary:logitraw	0.5	0.9382227891156463	0.965032679738562	0.9223487244360109
1.0	error	0	0.01	8	1	600	binary:logitraw	0.5	0.9382227891156463	0.965032679738562	0.9223487244360109
0.5	auc	0	0.01	8	1	200	binary:logitraw	0.5	0.9279336734693878	0.9646650326797385	0.9082964368543116
0.5	error	0	0.01	4	1	200	binary:logitraw	0.5	0.9237670068027212	0.9646650326797385	0.9024140839131352
0.5	error	0	0.01	6	1	200	binary:logitraw	0.5	0.9278911564625851	0.9646650326797385	0.9081330381615013
0.5	error	0	0.01	8	1	200	binary:logitraw	0.5	0.9279336734693878	0.9646650326797385	0.9082964368543116
0.5	auc	0	0.01	4	1	200	binary:logitraw	0.5	0.9237670068027212	0.9646650326797385	0.9024140839131352
0.5	auc	0	0.01	6	1	200	binary:logitraw	0.5	0.9278911564625851	0.9646650326797385	0.9081330381615013
1.0	error	0	0.2	4	1	200	binary:logitraw	1.0	0.9505102040816326	0.9607843137254901	0.9406704617330804
0.5	error	0	0.2	6	3	200	binary:logitraw	1.0	0.9505952380952382	0.9607843137254901	0.9406704617330804
0.5	error	0	0.2	6	3	600	binary:logitraw	1.0	0.9506802721088435	0.9607843137254901	0.9408338604258908
0.5	error	0	0.2	6	3	1000	binary:logitraw	1.0	0.9506802721088435	0.9607843137254901	0.9408338604258908
0.5	error	0	0.2	8	3	200	binary:logitraw	1.0	0.9526785714285714	0.9607843137254901	0.9434482395108581
0.5	auc	0	0.2	4	1	200	binary:logitraw	1.0	0.9505952380952382	0.9607843137254901	0.9406704617330804
0.5	auc	0	0.2	6	3	200	binary:logitraw	1.0	0.9505952380952382	0.9607843137254901	0.9406704617330804
1.0	auc	0	0.2	4	1	200	binary:logitraw	1.0	0.9505102040816326	0.9607843137254901	0.9406704617330804
0.5	auc	0	0.2	6	3	600	binary:logitraw	1.0	0.9506802721088435	0.9607843137254901	0.9408338604258908
0.5	auc	0	0.2	6	3	1000	binary:logitraw	1.0	0.9506802721088435	0.9607843137254901	0.9408338604258908
0.5	auc	0	0.2	8	3	200	binary:logitraw	1.0	0.9526785714285714	0.9607843137254901	0.9434482395108581
0.5	error	0	0.2	4	1	200	binary:logitraw	1.0	0.9505952380952382	0.9607843137254901	0.9406704617330804
0.5	auc	0	0.01	4	1	200	binary:logitraw	1.0	0.9340986394557824	0.9603887168902648	0.918121442125237
0.5	auc	0	0.01	6	1	200	binary:logitraw	1.0	0.9382227891156463	0.9603887168902648	0.9238403963736033
0.5	auc	0	0.2	8	1	600	binary:logitraw	1.0	0.9506377551020408	0.9603887168902648	0.9408338604258908
0.5	auc	0	0.2	8	1	1000	binary:logitraw	1.0	0.9506377551020408	0.9603887168902648	0.9408338604258908
0.5	error	0	0.01	4	1	200	binary:logitraw	1.0	0.9340986394557824	0.9603887168902648	0.918121442125237
0.5	error	0	0.01	8	1	200	binary:logitraw	1.0	0.9361819727891157	0.9603887168902648	0.9210626185958255
0.5	auc	0	0.01	8	1	200	binary:logitraw	1.0	0.9361819727891157	0.9603887168902648	0.9210626185958255
0.5	error	0	0.2	8	1	600	binary:logitraw	1.0	0.9506377551020408	0.9603887168902648	0.9408338604258908
0.5	error	0	0.01	6	1	200	binary:logitraw	1.0	0.9382227891156463	0.9603887168902648	0.9238403963736033
0.5	error	0	0.2	8	1	1000	binary:logitraw	1.0	0.9506377551020408	0.9603887168902648	0.9408338604258908
0.5	auc	0	0.2	8	1	200	binary:logitraw	1.0	0.9464285714285715	0.9598039215686274	0.9351149061775249
0.5	error	0	0.2	6	1	600	binary:logitraw	1.0	0.948469387755102	0.9598039215686274	0.9378389205144424
0.5	auc	0	0.2	6	1	600	binary:logitraw	1.0	0.948469387755102	0.9598039215686274	0.9378389205144424
0.5	error	0	0.2	8	1	200	binary:logitraw	1.0	0.9464285714285715	0.9598039215686274	0.9351149061775249
0.5	error	0	0.2	8	1	200	binary:logitraw	0.5	0.9444302721088436	0.9594771241830067	0.9321199662660764
0.5	auc	0	0.2	8	1	200	binary:logitraw	0.5	0.9444302721088436	0.9594771241830067	0.9321199662660764
0.5	error	0	0.01	6	3	1000	binary:logitraw	1.0	0.9465136054421768	0.9594771241830065	0.9351149061775249
0.5	error	0	0.01	4	1	600	binary:logitraw	1.0	0.9444302721088436	0.9594771241830065	0.932337128399747
0.5	error	0	0.01	4	1	1000	binary:logitraw	1.0	0.9444302721088436	0.9594771241830065	0.932337128399747
0.5	auc	0	0.01	4	3	600	binary:logitraw	1.0	0.9464710884353741	0.9594771241830065	0.9351149061775248
1.0	error	0	0.01	8	1	1000	binary:logitraw	0.5	0.9444727891156462	0.9594771241830065	0.932337128399747
1.0	auc	0	0.01	6	1	1000	binary:logitraw	0.5	0.9444727891156462	0.9594771241830065	0.932337128399747
0.5	auc	0	0.01	4	1	600	binary:logitraw	1.0	0.9444302721088436	0.9594771241830065	0.932337128399747
1.0	auc	0	0.01	4	1	1000	binary:logitraw	0.5	0.9444727891156462	0.9594771241830065	0.932337128399747
0.5	auc	0	0.01	4	1	1000	binary:logitraw	1.0	0.9444302721088436	0.9594771241830065	0.932337128399747
0.5	error	0	0.01	4	3	600	binary:logitraw	1.0	0.9464710884353741	0.9594771241830065	0.9351149061775248
1.0	error	0	0.01	6	1	1000	binary:logitraw	0.5	0.9444727891156462	0.9594771241830065	0.932337128399747
0.5	error	0	0.01	6	1	1000	binary:logitraw	1.0	0.9464710884353741	0.9594771241830065	0.9351149061775248
0.5	error	0	0.01	8	3	600	binary:logitraw	1.0	0.9423894557823129	0.9594771241830065	0.9295593506219693
1.0	error	0	0.01	4	1	1000	binary:logitraw	0.5	0.9444727891156462	0.9594771241830065	0.932337128399747
0.5	error	0	0.01	8	3	1000	binary:logitraw	1.0	0.9485544217687074	0.9594771241830065	0.9378926839553026
1.0	auc	0	0.01	8	1	1000	binary:logitraw	0.5	0.9444727891156462	0.9594771241830065	0.932337128399747
0.5	error	0	0.01	6	3	600	binary:logitraw	1.0	0.9403486394557822	0.9594771241830065	0.9267815728441915
0.5	auc	0	0.01	6	3	600	binary:logitraw	1.0	0.9403486394557822	0.9594771241830065	0.9267815728441915
0.5	auc	0	0.01	6	1	1000	binary:logitraw	1.0	0.9464710884353741	0.9594771241830065	0.9351149061775248
0.5	auc	0	0.01	8	1	1000	binary:logitraw	1.0	0.9444302721088436	0.9594771241830065	0.932337128399747
0.5	auc	0	0.01	6	3	1000	binary:logitraw	1.0	0.9465136054421768	0.9594771241830065	0.9351149061775249
0.5	auc	0	0.01	8	3	600	binary:logitraw	1.0	0.9423894557823129	0.9594771241830065	0.9295593506219693
0.5	auc	0	0.01	8	3	1000	binary:logitraw	1.0	0.9485544217687074	0.9594771241830065	0.9378926839553026
0.5	error	0	0.01	8	1	1000	binary:logitraw	1.0	0.9444302721088436	0.9594771241830065	0.932337128399747
0.5	auc	0	0.01	6	3	1000	binary:logitraw	0.5	0.9423469387755103	0.9591503267973855	0.9292325532363483
0.5	auc	0	0.01	4	1	1000	binary:logitraw	0.5	0.942389455782313	0.9591503267973855	0.9293959519291588
0.5	auc	0	0.01	8	3	200	binary:logitraw	1.0	0.9340986394557824	0.9591503267973855	0.9181214421252373
0.5	error	0	0.01	6	1	1000	binary:logitraw	0.5	0.942389455782313	0.9591503267973855	0.9293959519291588
0.5	error	0	0.01	8	3	200	binary:logitraw	1.0	0.9340986394557824	0.9591503267973855	0.9181214421252373
0.5	auc	0	0.01	6	1	1000	binary:logitraw	0.5	0.942389455782313	0.9591503267973855	0.9293959519291588
0.5	auc	0	0.01	4	3	1000	binary:logitraw	0.5	0.9423469387755103	0.9591503267973855	0.9292325532363483
0.5	error	0	0.01	8	3	1000	binary:logitraw	0.5	0.9403061224489797	0.9591503267973855	0.9264547754585706
0.5	error	0	0.01	4	3	1000	binary:logitraw	0.5	0.9423469387755103	0.9591503267973855	0.9292325532363483
0.5	error	0	0.01	8	1	1000	binary:logitraw	0.5	0.942389455782313	0.9591503267973855	0.9293959519291588
0.5	auc	0	0.01	8	1	1000	binary:logitraw	0.5	0.942389455782313	0.9591503267973855	0.9293959519291588
0.5	error	0	0.01	4	1	1000	binary:logitraw	0.5	0.942389455782313	0.9591503267973855	0.9293959519291588
0.5	error	0	0.01	6	3	1000	binary:logitraw	0.5	0.9423469387755103	0.9591503267973855	0.9292325532363483
0.5	auc	0	0.01	8	3	1000	binary:logitraw	0.5	0.9403061224489797	0.9591503267973855	0.9264547754585706
0.5	auc	0	0.01	6	3	200	binary:logitraw	1.0	0.932015306122449	0.958782679738562	0.915180265654649
0.5	auc	0	0.01	8	3	600	binary:logitraw	0.5	0.9320578231292517	0.958782679738562	0.915180265654649
1.0	auc	0	0.01	4	1	600	binary:logitraw	0.5	0.9361394557823131	0.958782679738562	0.9207358212102046
0.5	error	0	0.01	8	3	600	binary:logitraw	0.5	0.9320578231292517	0.958782679738562	0.915180265654649
0.5	error	0	0.01	6	1	600	binary:logitraw	0.5	0.9382227891156463	0.958782679738562	0.9235135989879824
0.5	auc	0	0.01	6	3	600	binary:logitraw	0.5	0.9361819727891156	0.958782679738562	0.9207358212102046
1.0	error	0	0.01	4	1	600	binary:logitraw	0.5	0.9361394557823131	0.958782679738562	0.9207358212102046
0.5	auc	0	0.01	4	1	600	binary:logitraw	0.5	0.9382227891156463	0.958782679738562	0.9235135989879824
0.5	error	0	0.01	4	3	600	binary:logitraw	0.5	0.9320578231292517	0.958782679738562	0.915180265654649
0.5	auc	0	0.01	8	1	600	binary:logitraw	0.5	0.9382227891156463	0.958782679738562	0.9235135989879824
0.5	auc	0	0.01	6	1	600	binary:logitraw	0.5	0.9382227891156463	0.958782679738562	0.9235135989879824
0.5	error	0	0.01	6	3	200	binary:logitraw	1.0	0.932015306122449	0.958782679738562	0.915180265654649
0.5	error	0	0.01	6	3	600	binary:logitraw	0.5	0.9361819727891156	0.958782679738562	0.9207358212102046
0.5	auc	0	0.01	4	3	600	binary:logitraw	0.5	0.9320578231292517	0.958782679738562	0.915180265654649
0.5	error	0	0.01	8	1	600	binary:logitraw	0.5	0.9382227891156463	0.958782679738562	0.9235135989879824
0.5	error	0	0.01	4	1	600	binary:logitraw	0.5	0.9382227891156463	0.958782679738562	0.9235135989879824
0.5	auc	0	0.2	6	1	200	binary:logitraw	1.0	0.9464285714285714	0.9587009803921569	0.9350611427366646
0.5	error	0	0.2	6	1	200	binary:logitraw	1.0	0.9464285714285714	0.9587009803921569	0.9350611427366646
1.0	error	0	0.2	8	1	200	binary:logitraw	0.5	0.9444727891156462	0.956140350877193	0.9336654016445287
1.0	auc	0	0.2	8	1	200	binary:logitraw	0.5	0.9444727891156462	0.956140350877193	0.9336654016445287
1.0	auc	0	0.2	4	3	1000	binary:logitraw	1.0	0.9464710884353742	0.955813553491572	0.936279780729496
1.0	error	0	0.2	4	3	600	binary:logitraw	1.0	0.9464710884353742	0.955813553491572	0.936279780729496
1.0	error	0	0.2	4	3	1000	binary:logitraw	1.0	0.9464710884353742	0.955813553491572	0.936279780729496
1.0	auc	0	0.2	4	3	600	binary:logitraw	1.0	0.9464710884353742	0.955813553491572	0.936279780729496
0.5	auc	0	0.2	8	3	1000	binary:logitraw	1.0	0.9465561224489795	0.9555211558307534	0.9363894159814464
0.5	auc	0	0.2	8	3	600	binary:logitraw	1.0	0.9485969387755102	0.9555211558307534	0.9391671937592243
