colsample_bytree	eval_metric	gamma	learning_rate	max_depth	min_child_weight	n_estimators	objective	subsample	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
0.5	error	0	0.01	6	1	200	binary:logitraw	1.0	0.9622340425531914	0.9653846153846153	0.9607985480943737
0.5	error	0	0.01	8	1	200	binary:logitraw	1.0	0.9622783687943262	0.9653846153846153	0.9607985480943739
0.5	auc	0	0.01	8	1	200	binary:logitraw	1.0	0.9622783687943262	0.9653846153846153	0.9607985480943739
0.5	auc	0	0.01	6	1	200	binary:logitraw	1.0	0.9622340425531914	0.9653846153846153	0.9607985480943737
0.5	auc	0	0.01	6	1	1000	binary:logitraw	1.0	0.9622783687943262	0.9620689655172413	0.9626134301270417
0.5	error	0	0.01	6	1	1000	binary:logitraw	1.0	0.9622783687943262	0.9620689655172413	0.9626134301270417
0.5	auc	0	0.01	6	3	200	binary:logitraw	0.5	0.9368351063829786	0.9615384615384615	0.9299808429118773
0.5	error	0	0.01	6	3	200	binary:logitraw	0.5	0.9368351063829786	0.9615384615384615	0.9299808429118773
0.5	auc	0	0.01	8	1	600	binary:logitraw	1.0	0.9601950354609929	0.9607142857142857	0.9599818511796734
0.5	error	0	0.01	8	1	600	binary:logitraw	1.0	0.9601950354609929	0.9607142857142857	0.9599818511796734
0.5	auc	0	0.01	6	1	600	binary:logitraw	1.0	0.9601950354609929	0.9607142857142857	0.9599818511796734
0.5	error	0	0.01	6	1	600	binary:logitraw	1.0	0.9601950354609929	0.9607142857142857	0.9599818511796734
0.5	auc	0	0.01	8	1	1000	binary:logitraw	1.0	0.9601950354609929	0.9607142857142857	0.9599818511796734
0.5	error	0	0.01	8	3	600	binary:logitraw	1.0	0.9601950354609929	0.9607142857142857	0.9599818511796734
0.5	auc	0	0.01	8	3	600	binary:logitraw	1.0	0.9601950354609929	0.9607142857142857	0.9599818511796734
0.5	error	0	0.01	8	1	1000	binary:logitraw	1.0	0.9601950354609929	0.9607142857142857	0.9599818511796734
1.0	auc	0	0.2	8	1	200	binary:logitraw	0.5	0.9622783687943262	0.9603846153846154	0.961644412756028
1.0	error	0	0.2	8	1	200	binary:logitraw	0.5	0.9622783687943262	0.9603846153846154	0.961644412756028
0.5	error	0	0.01	6	1	200	binary:logitraw	0.5	0.9516400709219859	0.9595022624434388	0.9483403191887764
0.5	error	0	0.01	8	1	200	binary:logitraw	0.5	0.9516400709219859	0.9595022624434388	0.9483403191887764
0.5	auc	0	0.01	8	1	200	binary:logitraw	0.5	0.9516400709219859	0.9595022624434388	0.9483403191887764
0.5	auc	0	0.01	6	1	200	binary:logitraw	0.5	0.9516400709219859	0.9595022624434388	0.9483403191887764
0.5	auc	0	0.01	6	3	600	binary:logitraw	1.0	0.9581117021276595	0.9592592592592591	0.9573502722323048
0.5	auc	0	0.01	8	3	200	binary:logitraw	0.5	0.9304964539007093	0.9592592592592591	0.9229935470861059
0.5	error	0	0.01	8	3	200	binary:logitraw	0.5	0.9304964539007093	0.9592592592592591	0.9229935470861059
0.5	error	0	0.01	6	3	600	binary:logitraw	1.0	0.9581117021276595	0.9592592592592591	0.9573502722323048
1.0	auc	0	0.2	6	1	200	binary:logitraw	0.5	0.9559840425531915	0.9574074074074075	0.9546571169302567
0.5	error	0	0.01	4	3	1000	binary:logitraw	0.5	0.9580673758865249	0.9574074074074075	0.9572886958776252
0.5	auc	0	0.01	4	3	1000	binary:logitraw	0.5	0.9580673758865249	0.9574074074074075	0.9572886958776252
1.0	error	0	0.2	6	1	200	binary:logitraw	0.5	0.9559840425531915	0.9574074074074075	0.9546571169302567
1.0	auc	0	0.01	6	1	1000	binary:logitraw	0.5	0.9580230496453901	0.9570806100217866	0.9572886958776252
1.0	auc	0	0.01	4	1	1000	binary:logitraw	0.5	0.9580230496453901	0.9570806100217866	0.9572886958776252
1.0	error	0	0.01	6	1	1000	binary:logitraw	0.5	0.9580230496453901	0.9570806100217866	0.9572886958776252
