colsample_bytree	eval_metric	gamma	learning_rate	max_depth	min_child_weight	n_estimators	objective	subsample	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
0.5	error	0	0.01	8	1	200	binary:logitraw	0.5	0.9134055065490511	0.9532014528299358	0.9033078078078078
0.5	auc	0	0.01	8	1	200	binary:logitraw	0.5	0.9134055065490511	0.9532014528299358	0.9033078078078078
0.5	error	0	0.01	4	3	200	binary:logitraw	0.5	0.8926089280940925	0.952551091626862	0.8779804804804805
0.5	auc	0	0.01	4	3	200	binary:logitraw	0.5	0.8926089280940925	0.952551091626862	0.8779804804804805
0.5	error	0	0.01	6	1	200	binary:logitraw	0.5	0.9122427158513767	0.9523840349536943	0.9019564564564563
0.5	auc	0	0.01	6	1	200	binary:logitraw	0.5	0.9122427158513767	0.9523840349536943	0.9019564564564563
0.5	error	0	0.01	8	3	200	binary:logitraw	0.5	0.903007217321572	0.9510977535977536	0.8909954954954955
0.5	auc	0	0.01	8	3	200	binary:logitraw	0.5	0.903007217321572	0.9510977535977536	0.8909954954954955
0.5	auc	0	0.01	6	3	200	binary:logitraw	0.5	0.8995322106388667	0.9509969471461407	0.8868663663663664
0.5	error	0	0.01	6	3	200	binary:logitraw	0.5	0.8995322106388667	0.9509969471461407	0.8868663663663664
0.5	auc	0	0.01	4	1	200	binary:logitraw	0.5	0.8960572039561615	0.9490232683982684	0.8827747747747747
0.5	error	0	0.01	4	1	200	binary:logitraw	0.5	0.8960572039561615	0.9490232683982684	0.8827747747747747
0.5	auc	0	0.01	4	1	200	binary:logitraw	1.0	0.9029671210906176	0.9453084415584415	0.8916606606606606
0.5	error	0	0.01	4	1	200	binary:logitraw	1.0	0.9029671210906176	0.9453084415584415	0.8916606606606606
0.5	auc	0	0.01	6	1	600	binary:logitraw	1.0	0.9273055332798718	0.9427610362976215	0.9217312312312312
0.5	error	0	0.01	6	1	600	binary:logitraw	1.0	0.9273055332798718	0.9427610362976215	0.9217312312312312
0.5	error	0	0.01	6	3	600	binary:logitraw	0.5	0.9110932905640203	0.9426876391582274	0.902048048048048
0.5	auc	0	0.01	6	3	600	binary:logitraw	0.5	0.9110932905640203	0.9426876391582274	0.902048048048048
0.5	error	0	0.01	8	3	200	binary:logitraw	1.0	0.9146083934776799	0.9425856307435255	0.9062147147147146
0.5	auc	0	0.01	8	3	200	binary:logitraw	1.0	0.9146083934776799	0.9425856307435255	0.9062147147147146
0.5	error	0	0.01	6	1	600	binary:logitraw	0.5	0.9134456027800054	0.9418207282913166	0.9052522522522523
0.5	auc	0	0.01	6	1	600	binary:logitraw	0.5	0.9134456027800054	0.9418207282913166	0.9052522522522523
0.5	error	0	0.01	8	3	600	binary:logitraw	0.5	0.9122560812616948	0.9413899613899614	0.9034744744744744
0.5	auc	0	0.01	8	3	600	binary:logitraw	0.5	0.9122560812616948	0.9413899613899614	0.9034744744744744
0.5	error	0	0.01	8	1	1000	binary:logitraw	0.5	0.9157310879444	0.9410099174805057	0.9083063063063064
0.5	auc	0	0.01	8	1	1000	binary:logitraw	0.5	0.9157310879444	0.9410099174805057	0.9083063063063064
0.5	error	0	0.01	6	1	1000	binary:logitraw	1.0	0.9273055332798716	0.9409816207184628	0.9220825825825825
0.5	auc	0	0.01	6	1	1000	binary:logitraw	1.0	0.9273055332798716	0.9409816207184628	0.9220825825825825
