C	gamma	kernel	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
1.0	0.1	rbf	0.7834848484848486	1.0	0.698125
1000.0	0.1	rbf	0.7992929292929294	0.9800000000000001	0.7214008620689655
10.0	0.1	rbf	0.7992929292929294	0.9800000000000001	0.7214008620689655
100.0	0.1	rbf	0.7992929292929294	0.9800000000000001	0.7214008620689655
1.0	0.01	rbf	0.9485353535353533	0.9443589743589744	0.9460047208538589
10.0	0.01	rbf	0.9508080808080808	0.9441176470588235	0.9505305829228243
100.0	0.01	rbf	0.9508080808080808	0.9441176470588235	0.9505305829228243
1000.0	0.01	rbf	0.9508080808080808	0.9441176470588235	0.9505305829228243
0.1	100.0	linear	0.928131313131313	0.91031346749226	0.9273778735632184
0.1	0.1	linear	0.928131313131313	0.91031346749226	0.9273778735632184
0.1	1000.0	linear	0.928131313131313	0.91031346749226	0.9273778735632184
0.1	1.0	linear	0.928131313131313	0.91031346749226	0.9273778735632184
0.1	0.01	linear	0.928131313131313	0.91031346749226	0.9273778735632184
1.0	1.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
100.0	0.01	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
1.0	100.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
10.0	1000.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
1.0	1000.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
10.0	100.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
10.0	1.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
1.0	0.1	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
10.0	0.01	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
1.0	0.01	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
100.0	0.1	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
100.0	1.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
100.0	100.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
100.0	1000.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
1000.0	0.01	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
1000.0	0.1	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
1000.0	1.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
1000.0	100.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
1000.0	1000.0	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
10.0	0.1	linear	0.9280808080808081	0.9019693432928728	0.9286555829228244
0.01	0.01	linear	0.9213636363636363	0.8932761437908496	0.9207430213464696
0.01	0.1	linear	0.9213636363636363	0.8932761437908496	0.9207430213464696
0.01	1.0	linear	0.9213636363636363	0.8932761437908496	0.9207430213464696
0.01	100.0	linear	0.9213636363636363	0.8932761437908496	0.9207430213464696
0.01	1000.0	linear	0.9213636363636363	0.8932761437908496	0.9207430213464696
0.01	0.01	rbf	0.6410606060606061	0.0	0.5
10.0	1.0	rbf	0.6410606060606061	0.0	0.5
1000.0	100.0	rbf	0.6410606060606061	0.0	0.5
0.01	0.1	rbf	0.6410606060606061	0.0	0.5
1000.0	1.0	rbf	0.6410606060606061	0.0	0.5
0.01	1.0	rbf	0.6410606060606061	0.0	0.5
0.01	100.0	rbf	0.6410606060606061	0.0	0.5
100.0	1000.0	rbf	0.6410606060606061	0.0	0.5
0.01	1000.0	rbf	0.6410606060606061	0.0	0.5
100.0	100.0	rbf	0.6410606060606061	0.0	0.5
0.1	0.01	rbf	0.6410606060606061	0.0	0.5
100.0	1.0	rbf	0.6410606060606061	0.0	0.5
0.1	0.1	rbf	0.6410606060606061	0.0	0.5
0.1	1.0	rbf	0.6410606060606061	0.0	0.5
0.1	100.0	rbf	0.6410606060606061	0.0	0.5
0.1	1000.0	rbf	0.6410606060606061	0.0	0.5
1.0	1.0	rbf	0.6410606060606061	0.0	0.5
10.0	1000.0	rbf	0.6410606060606061	0.0	0.5
1.0	100.0	rbf	0.6410606060606061	0.0	0.5
10.0	100.0	rbf	0.6410606060606061	0.0	0.5
1.0	1000.0	rbf	0.6410606060606061	0.0	0.5
1000.0	1000.0	rbf	0.6410606060606061	0.0	0.5
