colsample_bytree	eval_metric	gamma	learning_rate	max_depth	min_child_weight	n_estimators	objective	subsample	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
0.5	error	0	0.01	6	1	200	binary:logitraw	0.5	0.9099705960973002	0.9445840760546643	0.9006966966966967
0.5	auc	0	0.01	6	1	200	binary:logitraw	0.5	0.9099705960973002	0.9445840760546643	0.9006966966966967
0.5	auc	0	0.01	8	3	1000	binary:logitraw	1.0	0.9377305533279872	0.9440037670631503	0.9340631513866807
0.5	error	0	0.01	8	3	1000	binary:logitraw	1.0	0.9377305533279872	0.9440037670631503	0.9340631513866807
0.5	error	0	0.01	6	3	1000	binary:logitraw	1.0	0.9330927559476077	0.9432359560627812	0.9285451333686627
0.5	auc	0	0.01	6	3	1000	binary:logitraw	1.0	0.9330927559476077	0.9432359560627812	0.9285451333686627
0.5	auc	0	0.01	8	1	1000	binary:logitraw	0.5	0.9319299652499332	0.9429066626435046	0.9275255255255255
0.5	error	0	0.01	8	1	1000	binary:logitraw	0.5	0.9319299652499332	0.9429066626435046	0.9275255255255255
1.0	error	0	0.01	8	1	1000	binary:logitraw	0.5	0.9330793905372895	0.942805930930931	0.9288964847200141
1.0	auc	0	0.01	8	1	1000	binary:logitraw	0.5	0.9330793905372895	0.942805930930931	0.9288964847200141
0.5	error	0	0.01	8	1	1000	binary:logitraw	1.0	0.9377305533279872	0.9425357975357975	0.9344895778131072
0.5	auc	0	0.01	8	1	1000	binary:logitraw	1.0	0.9377305533279872	0.9425357975357975	0.9344895778131072
1.0	auc	0	0.01	4	1	1000	binary:logitraw	0.5	0.928454958567228	0.9421710189452126	0.9234160042395336
1.0	error	0	0.01	4	1	1000	binary:logitraw	0.5	0.928454958567228	0.9421710189452126	0.9234160042395336
0.5	error	0	0.01	8	1	600	binary:logitraw	0.5	0.9261293771718793	0.9420923520923521	0.920656156156156
0.5	auc	0	0.01	8	1	600	binary:logitraw	0.5	0.9261293771718793	0.9420923520923521	0.920656156156156
0.5	error	0	0.01	6	1	1000	binary:logitraw	1.0	0.9342689120556	0.9420653813627948	0.9303229111464404
0.5	auc	0	0.01	6	1	1000	binary:logitraw	1.0	0.9342689120556	0.9420653813627948	0.9303229111464404
1.0	error	0	0.2	4	1	200	binary:logitraw	0.5	0.9319299652499332	0.9419195212169347	0.9275451333686627
1.0	auc	0	0.2	4	1	200	binary:logitraw	0.5	0.9319299652499332	0.9419195212169347	0.9275451333686627
0.5	auc	0	0.01	6	3	200	binary:logitraw	0.5	0.9018577920342157	0.9416681798510421	0.8910870870870872
0.5	error	0	0.01	6	3	200	binary:logitraw	0.5	0.9018577920342157	0.9416681798510421	0.8910870870870872
0.5	auc	0	0.01	6	3	600	binary:logitraw	0.5	0.9156909917134456	0.9415582423030239	0.9078798798798797
0.5	error	0	0.01	6	3	600	binary:logitraw	0.5	0.9156909917134456	0.9415582423030239	0.9078798798798797
0.5	auc	0	0.01	6	1	600	binary:logitraw	0.5	0.924979951884523	0.9414581026208934	0.9193048048048047
0.5	error	0	0.01	6	1	600	binary:logitraw	0.5	0.924979951884523	0.9414581026208934	0.9193048048048047
1.0	auc	0	0.01	6	1	1000	binary:logitraw	0.5	0.9353782411120022	0.9403873845650162	0.9319880763116057
1.0	error	0	0.01	6	1	1000	binary:logitraw	0.5	0.9353782411120022	0.9403873845650162	0.9319880763116057
0.5	error	0	0.01	8	3	600	binary:logitraw	1.0	0.9296444800855387	0.9398897927237915	0.9248424306659601
0.5	auc	0	0.01	8	3	600	binary:logitraw	1.0	0.9296444800855387	0.9398897927237915	0.9248424306659601
1.0	auc	0	0.01	6	3	1000	binary:logitraw	0.5	0.9249532210638867	0.9398374630822449	0.919249337572867
1.0	error	0	0.01	6	3	1000	binary:logitraw	0.5	0.9249532210638867	0.9398374630822449	0.919249337572867
0.5	auc	0	0.01	6	3	600	binary:logitraw	1.0	0.9250066827051591	0.9397822658420709	0.9192868751104044
0.5	error	0	0.01	6	3	600	binary:logitraw	1.0	0.9250066827051591	0.9397822658420709	0.9192868751104044
0.5	error	0	0.01	8	1	600	binary:logitraw	1.0	0.9377439187383054	0.939438122071501	0.9349160042395335
0.5	auc	0	0.01	8	1	600	binary:logitraw	1.0	0.9377439187383054	0.939438122071501	0.9349160042395335
0.5	auc	0	0.01	6	1	1000	binary:logitraw	0.5	0.9307671745522587	0.9393427274677275	0.9265451333686627
0.5	error	0	0.01	6	1	1000	binary:logitraw	0.5	0.9307671745522587	0.9393427274677275	0.9265451333686627
0.5	error	0	0.01	8	3	200	binary:logitraw	0.5	0.9018577920342155	0.939320331620841	0.8914384384384384
0.5	auc	0	0.01	8	3	200	binary:logitraw	0.5	0.9018577920342155	0.939320331620841	0.8914384384384384
0.5	auc	0	0.01	8	1	200	binary:logitraw	0.5	0.9111066559743385	0.9391841421253186	0.9027882882882882
0.5	error	0	0.01	8	1	200	binary:logitraw	0.5	0.9111066559743385	0.9391841421253186	0.9027882882882882
0.5	error	0	0.01	6	1	600	binary:logitraw	1.0	0.9319566960705693	0.9389128907239013	0.927971559795089
0.5	auc	0	0.01	6	1	600	binary:logitraw	1.0	0.9319566960705693	0.9389128907239013	0.927971559795089
0.5	error	0	0.01	8	3	600	binary:logitraw	0.5	0.9156909917134456	0.938628745724334	0.9082687687687686
0.5	auc	0	0.01	8	3	600	binary:logitraw	0.5	0.9156909917134456	0.938628745724334	0.9082687687687686
1.0	auc	0	0.01	8	1	600	binary:logitraw	0.5	0.924979951884523	0.9384832527710435	0.9196757639992933
1.0	error	0	0.01	8	1	600	binary:logitraw	0.5	0.924979951884523	0.9384832527710435	0.9196757639992933
0.5	auc	0	0.01	4	1	200	binary:logitraw	0.5	0.9029938519112537	0.9381521986785145	0.8928648648648647
0.5	error	0	0.01	4	1	200	binary:logitraw	0.5	0.9029938519112537	0.9381521986785145	0.8928648648648647
0.5	error	0	0.2	4	1	200	binary:logitraw	1.0	0.9365543972199948	0.93744748850012	0.9338409291644585
0.5	auc	0	0.2	4	1	200	binary:logitraw	1.0	0.9365543972199948	0.93744748850012	0.9338409291644585
0.5	error	0	0.01	8	3	1000	binary:logitraw	0.5	0.9203154236835072	0.9368513833291452	0.914138138138138
0.5	auc	0	0.01	8	3	1000	binary:logitraw	0.5	0.9203154236835072	0.9368513833291452	0.914138138138138
0.5	auc	0	0.2	6	1	200	binary:logitraw	0.5	0.935364875701684	0.9366194791120991	0.9323573573573574
0.5	error	0	0.2	6	1	200	binary:logitraw	0.5	0.935364875701684	0.9366194791120991	0.9323573573573574
0.5	error	0	0.01	6	3	1000	binary:logitraw	0.5	0.9191793638064689	0.9363935931749605	0.9128063946299239
0.5	auc	0	0.01	6	3	1000	binary:logitraw	0.5	0.9191793638064689	0.9363935931749605	0.9128063946299239
0.5	error	0	0.01	4	1	1000	binary:logitraw	0.5	0.92844159315691	0.9363139930881866	0.9241562444797738
0.5	auc	0	0.01	4	1	1000	binary:logitraw	0.5	0.92844159315691	0.9363139930881866	0.9241562444797738
1.0	auc	0	0.01	8	3	1000	binary:logitraw	0.5	0.922641005078856	0.93625749450945	0.9168979862215156
1.0	error	0	0.01	8	3	1000	binary:logitraw	0.5	0.922641005078856	0.93625749450945	0.9168979862215156
0.5	error	0	0.01	4	3	600	binary:logitraw	1.0	0.915744453354718	0.9362301587301586	0.9086951951951951
0.5	auc	0	0.01	4	3	600	binary:logitraw	1.0	0.915744453354718	0.9362301587301586	0.9086951951951951
0.5	auc	0	0.2	8	3	200	binary:logitraw	1.0	0.9364875701684042	0.9361688625386444	0.9337283165518458
0.5	error	0	0.2	8	3	200	binary:logitraw	1.0	0.9364875701684042	0.9361688625386444	0.9337283165518458
0.5	auc	0	0.01	4	1	600	binary:logitraw	0.5	0.9168537824111201	0.9360287966537968	0.9100465465465465
0.5	error	0	0.01	4	1	600	binary:logitraw	0.5	0.9168537824111201	0.9360287966537968	0.9100465465465465
1.0	auc	0	0.01	6	1	600	binary:logitraw	0.5	0.9272921678695536	0.9358795370423278	0.92284243066596
