max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
12	log2	1	2	200	0.9107277628032346	0.9336985236985237	0.9038843351548269
12	auto	1	2	200	0.9135938903863433	0.9328735820569362	0.9075732737208148
12	sqrt	1	2	200	0.9135938903863433	0.9328735820569362	0.9075732737208148
12	log2	1	2	600	0.9107367475292005	0.9296963364317172	0.904529309488326
10	sqrt	1	2	200	0.9088409703504043	0.9295479810886788	0.9023070872661035
10	auto	1	2	200	0.9088409703504043	0.9295479810886788	0.9023070872661035
12	auto	1	2	600	0.9145372866127583	0.9293410226514311	0.9092399403874815
12	sqrt	1	2	600	0.9145372866127583	0.9293410226514311	0.9092399403874815
12	log2	1	2	1000	0.9107187780772688	0.9283058208777399	0.9047818347408512
10	log2	1	2	600	0.9107187780772688	0.9281083553966216	0.9047565822155986
10	auto	1	2	600	0.9059838274932615	0.9277160307258907	0.8992651929127339
10	sqrt	1	2	600	0.9059838274932615	0.9277160307258907	0.8992651929127339
10	log2	1	2	200	0.9078706199460918	0.9274860569710958	0.9014485014075179
10	log2	1	2	1000	0.9097574123989218	0.9272402887809864	0.9036318099023019
12	auto	1	4	600	0.9088230008984727	0.926358270838719	0.9028510514985925
12	sqrt	1	4	600	0.9088230008984727	0.926358270838719	0.9028510514985925
12	auto	1	2	1000	0.9135938903863433	0.9257261921761355	0.9087232985593643
12	sqrt	1	2	1000	0.9135938903863433	0.9257261921761355	0.9087232985593643
10	sqrt	1	2	1000	0.9069362084456424	0.9254422882082457	0.9006540818016227
10	auto	1	2	1000	0.9069362084456424	0.9254422882082457	0.9006540818016227
12	auto	1	4	1000	0.9107367475292005	0.9252541430201005	0.9053899652260309
12	sqrt	1	4	1000	0.9107367475292005	0.9252541430201005	0.9053899652260309
10	sqrt	1	4	600	0.9069182389937108	0.9252353582234338	0.9006404205994372
10	auto	1	4	600	0.9069182389937108	0.9252353582234338	0.9006404205994372
12	log2	1	4	200	0.9107277628032346	0.9251164074021216	0.9050459513164432
10	auto	1	4	200	0.9059928122192273	0.9235886492961966	0.9001763537009438
10	sqrt	1	4	200	0.9059928122192273	0.9235886492961966	0.9001763537009438
12	auto	1	4	200	0.9059748427672958	0.9232315655027113	0.8998207484682894
12	sqrt	1	4	200	0.9059748427672958	0.9232315655027113	0.8998207484682894
10	auto	1	4	1000	0.9040700808625337	0.9218361645378625	0.8978763040238448
10	sqrt	1	4	1000	0.9040700808625337	0.9218361645378625	0.8978763040238448
12	auto	2	4	600	0.9040880503144655	0.9184937003854581	0.8984455207815862
12	sqrt	2	4	600	0.9040880503144655	0.9184937003854581	0.8984455207815862
12	sqrt	2	2	600	0.9040880503144655	0.9184937003854581	0.8984455207815862
12	auto	2	2	600	0.9040880503144655	0.9184937003854581	0.8984455207815862
10	log2	1	8	600	0.903108715184187	0.9179145885996676	0.8969903957608876
8	auto	1	2	1000	0.8955256064690026	0.9179016446873589	0.8877984765689684
8	sqrt	1	2	1000	0.8955256064690026	0.9179016446873589	0.8877984765689684
12	log2	1	4	600	0.9040700808625337	0.9178598571211432	0.8983813545288954
12	log2	1	4	1000	0.9031176999101527	0.9176856410932686	0.8972702434177844
12	sqrt	1	8	200	0.9069272237196765	0.9174679157292015	0.9017262791852956
12	auto	1	8	200	0.9069272237196765	0.9174679157292015	0.9017262791852956
12	auto	1	8	1000	0.9031266846361186	0.9166932163443791	0.897561682397748
12	sqrt	1	8	1000	0.9031266846361186	0.9166932163443791	0.897561682397748
12	auto	1	8	600	0.9050314465408805	0.9166463597250527	0.8998091571452228
12	sqrt	1	8	600	0.9050314465408805	0.9166463597250527	0.8998091571452228
10	log2	1	4	600	0.9040610961365679	0.9166108927852985	0.8984318595794006
10	log2	1	4	1000	0.903108715184187	0.9164084636355009	0.8973207484682895
10	log2	2	2	200	0.9002605570530099	0.9163527001620494	0.8938864050339461
10	log2	2	4	200	0.9002605570530099	0.9163527001620494	0.8938864050339461
12	log2	1	8	600	0.9059748427672958	0.9161834446816896	0.9008697632058287
8	log2	1	2	600	0.8964420485175204	0.9161330891330891	0.8891116078820996
