max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
12	sqrt	2	2	600	0.8529411764705882	0.8752208164149693	0.8426171529619806
12	sqrt	2	4	600	0.8529411764705882	0.8752208164149693	0.8426171529619806
12	log2	2	4	1000	0.8441176470588235	0.871180735930736	0.8327144120247569
12	log2	2	2	1000	0.8441176470588235	0.871180735930736	0.8327144120247569
10	sqrt	2	4	1000	0.8485294117647058	0.8708162096524166	0.8378868258178602
10	sqrt	2	2	1000	0.8485294117647058	0.8708162096524166	0.8378868258178602
12	sqrt	2	2	1000	0.8426470588235293	0.866982683982684	0.8314323607427057
12	sqrt	2	4	1000	0.8426470588235293	0.866982683982684	0.8314323607427057
10	log2	2	2	1000	0.8382352941176471	0.8662119100069756	0.826259946949602
10	log2	2	4	1000	0.8382352941176471	0.8662119100069756	0.826259946949602
12	sqrt	2	10	1000	0.8455882352941175	0.8653420579335911	0.836206896551724
10	sqrt	2	4	600	0.8470588235294118	0.8642287608693155	0.8370468611847922
10	sqrt	2	2	600	0.8470588235294118	0.8642287608693155	0.8370468611847922
12	sqrt	2	10	600	0.8382352941176471	0.8625283358263907	0.8275862068965516
10	log2	2	8	600	0.8352941176470589	0.8624058734058734	0.8232537577365164
10	log2	2	8	1000	0.8367647058823529	0.8615987493704885	0.825419982316534
12	log2	2	8	1000	0.8426470588235293	0.8600440030322736	0.832758620689655
12	sqrt	2	8	600	0.8411764705882353	0.8589846308819145	0.8314765694076038
12	log2	2	10	600	0.8382352941176471	0.8584262502203679	0.8275862068965518
12	sqrt	2	8	1000	0.8382352941176471	0.8580938920426217	0.828028293545535
12	log2	2	8	600	0.8411764705882353	0.85804785234197	0.8314765694076037
8	log2	2	10	600	0.8382352941176471	0.8579250674858006	0.8275862068965516
10	log2	2	2	600	0.8352941176470589	0.8575926779243475	0.8241379310344827
10	log2	2	4	600	0.8352941176470589	0.8575926779243475	0.8241379310344827
12	log2	2	2	200	0.8352941176470587	0.8565649535649535	0.8241379310344827
12	log2	2	4	200	0.8352941176470587	0.8565649535649535	0.8241379310344827
12	log2	2	2	600	0.8323529411764705	0.8558621013711465	0.8206896551724139
12	log2	2	4	600	0.8323529411764705	0.8558621013711465	0.8206896551724139
10	sqrt	2	2	200	0.8382352941176471	0.8555873373808158	0.8275862068965516
10	sqrt	2	4	200	0.8382352941176471	0.8555873373808158	0.8275862068965516
10	log2	2	10	600	0.8397058823529411	0.8543098139782923	0.8297524314765694
10	sqrt	2	8	600	0.8323529411764706	0.8542603347952713	0.8215738284703802
12	sqrt	2	4	200	0.8397058823529411	0.8540668626725598	0.8293103448275861
12	sqrt	2	2	200	0.8397058823529411	0.8540668626725598	0.8293103448275861
10	sqrt	2	8	1000	0.8323529411764706	0.8539499225764221	0.8215738284703802
12	log2	2	10	1000	0.8367647058823529	0.852024398307007	0.8271883289124669
12	log2	2	8	200	0.8397058823529411	0.8518664319776411	0.8301945181255526
12	sqrt	2	10	200	0.8338235294117646	0.8505803463846942	0.8232979664014145
10	log2	2	10	1000	0.8367647058823529	0.8504235007874124	0.82763041556145
8	sqrt	2	2	1000	0.8279411764705882	0.8497839720665809	0.8168435013262598
8	sqrt	2	4	1000	0.8279411764705882	0.8497839720665809	0.8168435013262598
8	log2	2	8	600	0.8352941176470589	0.8497604152907752	0.825022104332449
8	log2	2	4	200	0.8352941176470587	0.8479850298515965	0.824580017683466
8	log2	2	2	200	0.8352941176470587	0.8479850298515965	0.824580017683466
8	sqrt	2	2	600	0.8279411764705882	0.8476924678049997	0.8172855879752431
8	sqrt	2	4	600	0.8279411764705882	0.8476924678049997	0.8172855879752431
8	log2	2	10	1000	0.8279411764705882	0.8475117453973683	0.8164014146772768
10	log2	2	4	200	0.8264705882352941	0.8469635434807848	0.8142351900972591
10	log2	2	2	200	0.8264705882352941	0.8469635434807848	0.8142351900972591
10	sqrt	2	10	600	0.8323529411764705	0.8467998248627934	0.8229000884173298
10	sqrt	2	10	200	0.8308823529411764	0.8466155031372423	0.8207338638373122
8	log2	2	4	600	0.8279411764705882	0.8465161608800447	0.8168435013262598
8	log2	2	2	600	0.8279411764705882	0.8465161608800447	0.8168435013262598
8	log2	2	2	1000	0.8279411764705882	0.8463267985854193	0.8172855879752431
8	log2	2	4	1000	0.8279411764705882	0.8463267985854193	0.8172855879752431
6	log2	2	2	200	0.8308823529411764	0.8437352472089314	0.8207338638373122
6	log2	2	4	200	0.8308823529411764	0.8437352472089314	0.8207338638373122
8	sqrt	2	4	200	0.8279411764705882	0.8436429334472813	0.8172855879752431
8	sqrt	2	2	200	0.8279411764705882	0.8436429334472813	0.8172855879752431
12	sqrt	4	8	600	0.8352941176470589	0.8435483509271762	0.8263483642793987
12	sqrt	4	4	600	0.8352941176470589	0.8435483509271762	0.8263483642793987
12	sqrt	4	2	600	0.8352941176470589	0.8435483509271762	0.8263483642793987
8	log2	2	8	1000	0.8279411764705882	0.8429532041246812	0.8172855879752431
8	log2	2	8	200	0.8382352941176471	0.8428982466808554	0.8297966401414678
12	sqrt	4	10	1000	0.8338235294117646	0.8424290564507956	0.8250663129973475
8	sqrt	2	8	600	0.8279411764705882	0.8419853701049351	0.8177276746242264
